id,osmId,name,addrCity,addrPostcode,addrStreet,addrHousenumber,phone,coordinates
resturant404,node/2755945380,Enzian Hütte,Sand in Taufers - Campo Tures,39032,Michelreiser Weg - Via Michelreis,24,,"[11.9049081, 46.9265425]"
resturant405,node/2755948808,Ütia de Börz - Würzjochhütte,San Martin de Tor - St. Martin in Thurn - San Martino in Badia,39030,Strada Börz,26,,"[11.8137673, 46.6756184]"
resturant406,node/2755975109,Gasthof Jägerrast Vorderkas,Schnals-Senales,39020,Pfossental,6,,"[10.9270382, 46.7351289]"
resturant407,node/2755977561,SooChic,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Plan De Gralba,21,,"[11.7734184, 46.5326882]"
resturant408,node/2755986207,Pizza Express Sterzing,Sterzing - Vipiteno,39049,Kitzbühler Straße - Via Kitzbühel,1,,"[11.4291978, 46.9006546]"
resturant409,node/2755986888,Hotel Hubertushof,Sterzing - Vipiteno,39049,Marconistraße - Via Marconi,19,,"[11.4314123, 46.8934825]"
resturant410,node/2755987627,Am Tor,Sterzing - Vipiteno,39049,Gänsbacherstraße - Via Gänsbacher,3,,"[11.4322617, 46.8961591]"
resturant411,node/2755987803,Kleine Flamme,Sterzing - Vipiteno,39049,Neustadt - Città Nuova,31,+39 0472 766065,"[11.4318589, 46.8974603]"
resturant412,node/2755988098,pizzeria Yi Ji,Sterzing - Vipiteno,39049,Altstadt - Città Vecchia,42,,"[11.4300099, 46.9008581]"
resturant413,node/2755991046,Gasthof Alpenrose,St. Leonhard in Passeier - San Leonardo in Passiria,39015,Gomion,1,,"[11.2342712, 46.8174129]"
resturant414,node/2755993214,Passeirer Weinstube,St. Leonhard in Passeier - San Leonardo in Passiria,39015,Mooser Straße - Via Moso,26,,"[11.2420631, 46.816128]"
resturant415,node/2755993562,Brühwirt,St. Leonhard in Passeier - San Leonardo in Passiria,39015,Kirchweg - Via Chiesa,31,,"[11.2458849, 46.8103312]"
resturant416,node/2755996430,Cafe - Restaurant Tirolerhof,St. Leonhard in Passeier - San Leonardo in Passiria,39015,Kohlstatt - Via dei Carbonai,7,,"[11.2466289, 46.8119928]"
resturant417,node/2755999816,Lerchner's in Runggen,St. Lorenzen - San Lorenzo di Sebato,39030,Runggen/Ronchi,3,,"[11.8771771, 46.7784228]"
resturant418,node/2756003960,Jausenstation Naserhof,St. Martin in Passeier - San Martino in Passiria,39010,Kalmtaler Straße-Via Valclava,,+39 346 3523718,"[11.1924672, 46.7588308]"
resturant419,node/2756015262,Jausenstation Weißgütl,Tirol - Tirolo,39019,St. Peterstraße - Via San Pietro,19,,"[11.1327254, 46.6939594]"
resturant420,node/2756016963,Gasthof Talbauer,Tirol - Tirolo,39019,Muthöfeweg - Via Masi Alla Muta,3,+39 0473 229950,"[11.1393593, 46.7057193]"
resturant421,node/2756025928,Pizzeria Hans,Toblach - Dobbiaco,39034,Pustertaler Straße - Via Pusteria,9,,"[12.2221368, 46.7289911]"
resturant422,node/2756026223,Buschenschänke Fam. Gamper,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Alexander-von-Keller-Weg - Via Alexander von Keller,11,,"[11.2450503, 46.3428066]"
resturant423,node/2756026786,Goldene Traube,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Julius-Von-Payer-Straße - Via Julius Von Payer,2,,"[11.2391904, 46.3408364]"
resturant424,node/2756027044,G'Würzer-Keller,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Joseph-von-Zallinger-Straße - Via Joseph von Zallinger,22,,"[11.2404527, 46.3360217]"
resturant425,node/2756027106,Ansitz Romani,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Andreas-Hofer-Straße - Via Andreas Hofer,23,,"[11.2368748, 46.3355763]"
resturant426,node/2756027438,Gerda,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Sankt-Quirikus-Gasse - Via San Quirico,26,,"[11.2383946, 46.3394885]"
resturant427,node/2756027819,Hofschank zur Pergola,Tramin an der Weinstraße - Termeno sulla Strada del Vino,39040,Runggner Weg - Via Ronchi,3,,"[11.2357705, 46.329995]"
resturant428,node/2756045718,Genuine Pizza E-Quattro - Pizzeria,Urtijëi - St.Ulrich - Ortisei,39046,Streda Rezia,233,,"[11.6764119, 46.5723827]"
resturant429,node/2756048126,Sotriffer Restaurant & Wine Bar,Urtijëi - St.Ulrich - Ortisei,39046,Streda Rezia,38,,"[11.6718774, 46.5741954]"
resturant430,node/2756056637,Nuevo Foodland,Vahrn - Varna,39040,Alte Straße - Via Vecchia,36,,"[11.642164, 46.7297868]"
resturant431,node/2756060359,Treffpunkt Zans,Villnöß - Funes,39040,Alm - Alpe,1,,"[11.7657765, 46.6359889]"
resturant432,node/2756060863,Gasthaus Halslhütte,Villnöß - Funes,39040,Coller Straße - Via Coller,40,,"[11.7705608, 46.6668482]"
resturant433,node/2756070031,Eggerhof,Vöran - Verano,39010,Vöraner Straße - Via Verano,14,,"[11.2212592, 46.6145949]"
resturant434,node/2756070117,Oberwirt,Vöran - Verano,39010,Vöraner Straße - Via Verano,25,,"[11.2317677, 46.6047224]"
resturant435,node/2756072701,Restaurant Goldene Löwe,Welsberg - Monguelfo,39035,Hauptplatz - Piazza Centrale,4,,"[12.1054336, 46.7565213]"
resturant436,node/2756073150,Ristorante e Pizzeria Chalet Olympia,Welsberg - Monguelfo,39035,Dorfstraße - Via del Borgo,5,,"[12.1140342, 46.7678856]"
resturant437,node/2756075024,Alpenrose,Welschnofen - Nova Levante,39056,Karerseestraße - Strada Carezza,161b,,"[11.5906218, 46.4074959]"
resturant438,node/2756075127,Christomannos Alm,Welschnofen - Nova Levante,39056,Nigerstraße - Via Nigra,2,,"[11.602954, 46.4080181]"
resturant439,node/2775634376,Cafè am Platzl,Hafling - Avelengo,39010,St. Kathreinstraße - Via S. Caterina,2b,,"[11.2177642, 46.6475875]"
resturant440,node/2836548425,Và Pensiero,Ospedaletto,38050,Via Pradanella,7b,,"[11.5761963, 46.0340651]"
resturant441,node/2844118119,Restaurant Feldrand,Sarntal - Sarentino,39058,Weissenbach,55,,"[11.3587381, 46.7461223]"
resturant442,node/2881985266,Da Demetrio,Mezzocorona,38016,Piazza della Chiesa,29,+39 0461 603823,"[11.1192053, 46.21664]"
resturant443,node/2887068927,Al Forte Alto,Nago,38069,Via al Castel Penede,26,,"[10.8868958, 45.8778864]"
resturant444,node/2887488211,San Marco cafè,Riva del Garda,38066,Viale Roma,16,,"[10.8422942, 45.8867333]"
resturant445,node/2929049984,Pizzico,Molveno,38018,Via Lungolago,19,,"[10.9634598, 46.1405816]"
resturant446,node/2929049985,Bar L'Aquilone,Molveno,38018,Via Lungolago,11b,+39 461 58 69 60,"[10.9639212, 46.1406058]"
resturant447,node/2932894308,Da Neni,Mori,38065,Via F. Filzi,46,,"[10.9680409, 45.8540687]"
resturant448,node/2946662243,Assaporando,Rovereto,38068,Piazza Malfatti,8,,"[11.0446311, 45.8880018]"
resturant449,node/2946662248,Locanda al Castello,Rovereto,38068,Piazza Malfatti,19,,"[11.0445568, 45.8877772]"
resturant450,node/2997327159,La Scarpetta,Arco,38062,Via Linfano,52,,"[10.8735935, 45.8789219]"
resturant451,node/3008473447,Wollbachalm - Malga Rio di Valle,Ahrntal - Valle Aurina,39030,Bergl,13,,"[11.9903866, 47.0170279]"
resturant452,node/3011348938,Laab Alm - Malga Laab,Deutschnofen - Nova Ponente,39050,Laab,7,+39 348 7300633,"[11.4356472, 46.3887163]"
resturant453,node/3012337359,Hanswirt,Partschins - Parcines,39020,Geroldplatz - Piazza Gerold,3,,"[11.05949, 46.6694014]"
resturant454,node/3013401339,Gassenwirt,Kiens - Chienes,39030,Kiener Dorfweg,42,,"[11.8417449, 46.8091831]"
resturant455,node/3031480118,Wolfis Stübele,Latsch - Laces,39021,Hauptstraße - Via Centrale,35,,"[10.8585615, 46.6179646]"
resturant456,node/3031510714,Sport Bar Plaus,Plaus,39025,Etschdamm - Argine Adige,1,,"[11.0367688, 46.6574003]"
resturant457,node/3045227033,Forsterbräu,Bruneck - Brunico,39031,Graben - Bastioni,14,,"[11.9372437, 46.795949]"
resturant458,node/3050976120,Michels,Naturns - Naturno,39025,Hauptstraße - Via Principale,47,,"[11.0040053, 46.6496322]"
resturant459,node/3076630067,Pizzeria Marco,Rovereto,38068,Via Paganini,51,,"[11.0421243, 45.8918317]"
resturant460,node/3096744952,Ristorante Rifugio Predaia «ai Todes ci»,Tres,38010,Località Predaia,,+39 0463 463138,"[11.1522616, 46.3151402]"
resturant461,node/3101758142,Al Casello,Trento,38123,Via dei Marinai d'Italia,6,+39 0461 1919055,"[11.1262638, 46.0353128]"
resturant462,node/3103277271,Filippone,Trento,38123,Via Anna Frank,7,+39 0461924565,"[11.1249388, 46.0506544]"
resturant463,node/3123664691,L'Ora,Riva del Garda,38066,Viale Rovereto,101,,"[10.8578006, 45.878627]"
resturant464,node/3124738891,Acqua Blu,Ravina,38123,Via Herrsching,7,+39 0461 917260,"[11.1115919, 46.040627]"
resturant465,node/3127526120,Ristorante Pizzeria La Spleuza,Dimaro Folgarida,38020,Via Nazionale,1345,+39 0463 973205,"[10.8856668, 46.3317876]"
resturant466,node/3132017308,Armin's Grillstube,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Mëisules,161,,"[11.7574542, 46.555172]"
resturant467,node/3139149381,Schnatzhof,Naturns - Naturno,39025,Sonnenberg-Monte Sole,78,,"[11.0031934, 46.6706028]"
resturant468,node/3159179810,Pizzeria Café Mühlbach,Andrian - Andriano,39010,Mühlbachstraße - Via Mühlbach,5a,,"[11.227378, 46.5143357]"
resturant469,node/3168672667,Gasthaus zum Roten Adler,Latsch - Laces,39021,Hauptstraße - Via Centrale,44,,"[10.8600279, 46.617792]"
resturant470,node/3176922963,Oberwirt – Restaurant & Osteria,Lana,39011,Am Gries,2,,"[11.1434741, 46.6154777]"
resturant471,node/3177009575,Lotus,Lana,39011,Schnatterpeckstraße - Via Schnatterpeck,2,,"[11.160934, 46.6057047]"
resturant472,node/3186615263,Bento Sushi,Bolzano - Bozen,39100,Via dei Grappoli - Weintraubengasse,21,,"[11.35698, 46.4988293]"
resturant473,node/3224940236,Gasthaus Kreuz,Deutschnofen - Nova Ponente,39050,Eggental,14,,"[11.4690119, 46.4346392]"
resturant474,node/3298107269,Pension Restaurant Weinberg,Riffian - Rifiano,39010,Kirchweg - Via Chiesa,20,,"[11.1833094, 46.706595]"
resturant475,node/3302466500,Scoiattolo,Canazei,38032,Strèda Dolomites,96,+39 0462 601799,"[11.7716989, 46.4768734]"
resturant476,node/3303965684,Restaurant Hilberkeller,Kuens - Caines,39010,Kuenserstraße - Via Caines,23,,"[11.1714481, 46.6975205]"
resturant477,node/3318400861,Pizza Planet,Trento,38123,Via Padre Eusebio Chini,33,,"[11.1319896, 46.0533723]"
resturant478,node/3331425530,Gasthof Breiteben,St. Martin in Passeier - San Martino in Passiria,39010,Breitebner Straße - Via Pianlargo - 6,,+39 0473 656249,"[11.2014013, 46.8158869]"
resturant479,node/3366605687,Pizzeria Mondschein,Welschnofen,39056,Karerseestraße,10,,"[11.5426042, 46.4308286]"
resturant480,node/3396099194,Bar Bistrò Maloja,Arco,38062,Via Giovanni Segantini,55,,"[10.8880421, 45.9196912]"
resturant481,node/3439191624,Orso Grigio,Ronzone,38010,Via Regole,10,,"[11.1583444, 46.427403]"
resturant482,node/3439495213,Eppaner Hof,Eppan an der Weinstraße - Appiano sulla Strada del Vino,39057,J.-G.-Plazer-Straße - Via J. G. Plazer,50,,"[11.2593703, 46.4572711]"
resturant483,node/3469806850,Goldene Rose,Schlanders - Silandro,39028,Hauptstraße - Via Principale,75,,"[10.7751996, 46.6286502]"
resturant484,node/3472771424,Jausenstation Schnitzerhof - Ristoro Schnitzerhof,St. Leonhard in Passeier - San Leonardo in Passiria,39015,Platzerbergweg - Via Platzerberg,,+39 0473 656 938,"[11.2531932, 46.8095103]"
resturant485,node/3473121703,Hofschank Hinterbruggerhof,St. Martin in Passeier - San Martino in Passiria,39010,Breitebner Straße - Via Pianlargo,,+39 0473 656 775,"[11.2154445, 46.8187966]"
resturant486,node/3475056739,Galloway,Trento,38123,Via Lidorno,3,+39 0461 944344,"[11.1270403, 46.0205691]"
resturant487,node/3475957147,Gasthaus Unteröberst,Riffian-Rifiano,39010,Vernuer,,+39 0473 241092,"[11.1742072, 46.7245387]"
resturant488,node/3476078595,Restaurant Cafe Bucherkeller,St. Leonhard in Passeier - San Leonardo in Passiria,39015,In der Kellerlahn,,+39 0473 650 015,"[11.222821, 46.7697322]"
resturant489,node/3477843544,Gompm-Alm,Schenna - Scena,39017,Obertall,,+39 0473 949544,"[11.2481857, 46.7449083]"
resturant490,node/3488750202,Contro Break,Trento,38123,Via Fersina,21,,"[11.1208798, 46.0445702]"
resturant491,node/3548217975,Ansitz Schreckenstein,St. Pauls - San Paolo,39057,Unterrainer Straße - Strada Riva di Sotto,24,,"[11.2612909, 46.4738131]"
resturant492,node/3582351596,Trotzstube,Seis am Schlern - Siusi allo Sciliar,39040,Patenerweg - Via Paten,4,,"[11.5719927, 46.5481862]"
resturant493,node/3586751294,Hofschenke Walderhof,Natz - Naz,39040,Schlossergasse - Via Schlossergasse,20,,"[11.681643, 46.753623]"
resturant494,node/3607707620,Ristorante San Giorgio,Borgo Valsugana,38051,Via Fratelli,6,,"[11.457961, 46.0531114]"
resturant495,node/3685386309,Gasthof Oberlechner,Algund - Lagundo,39022,Vellau,7,,"[11.1175201, 46.6962737]"
resturant496,node/3687641146,Pranives,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Nives,17/A,,"[11.7583302, 46.557157]"
resturant497,node/3687641147,Sal Fëur,Sëlva - Wolkenstein in Gröden - Selva di Val Gardena,39048,Streda Puez,6,,"[11.7601563, 46.5559511]"
resturant498,node/3693890436,Sukiyo,Trento,38121,Via del Brennero,190,+39 0461 1823961,"[11.1207559, 46.0827684]"
resturant499,node/3699585392,Drago d'Oro,Rovereto,38068,Piazza Malfatti,12,,"[11.0447676, 45.8878133]"
resturant500,node/3708838638,Enzian -Grillrestaurant,Marling - Marlengo,39020,St. Felixweg - Vicolo San Felice,28,+39 0473 447049,"[11.1352704, 46.661915]"
resturant501,node/3714819729,New Young,Trento,38121,Via Linz,11,+39 0461 993470,"[11.0971911, 46.1180697]"
resturant502,node/3717252396,Gasthof zum Goldenen Adler,Schleis,39024,Frazione Clusio,46,,"[10.5234652, 46.6925559]"
resturant503,node/3718861628,Le Rose - Ristorante Bed & Breakfast,Carzano,38050,Via Diciotto Settembre,35,+39 347 829 4212,"[11.4921408, 46.071251]"
resturant504,node/3730996108,Aurora al l'isteiat,Vignola-Falesina,38057,Località Compet,28,,"[11.3000494, 46.039492]"
resturant505,node/3737813836,Old Wild West,Trento,38122,Piazza Delle Donne Lavoratrici,15,,"[11.1149422, 46.0601322]"
resturant506,node/3753296635,Piccola Stube - Ristorante Pizzeria,Fai della Paganella,,Via Damiano Chiesa,6,+39 0461 583540,"[11.0695364, 46.1789039]"
resturant507,node/3755956939,Sopra la Panca,Trento,38121,Via dei Solteri,16a,,"[11.1208851, 46.0890341]"
resturant508,node/3761605961,Cafè Restaurant Al Ponte-Zur Brücke,Laives - Leifers,39055,Via Vadena - Pfattnerstraße,19,,"[11.3160067, 46.4142534]"
resturant509,node/3779740709,Stube del Galletto,Cadine,38123,Strada di Cadine,13,+39 0461 1740474,"[11.0654843, 46.0881953]"
resturant510,node/3785872417,Taverna del Garber Ristorante Pizzeria,Moena,38035,Via Loewy,22,,"[11.6579203, 46.3756495]"
resturant511,node/3787700764,Lo Sfizio Caffè Pizzeria Bar,Moena,38035,Strada De Fachin,32,,"[11.6619454, 46.3762151]"
resturant512,node/3806515685,Restaurant Ustaria Posta,Badia - Abtei,39036,Strada Pedraces,43,,"[11.894545, 46.6087531]"
resturant513,node/3815857590,Margherita,Rovereto,38068,Via Azzolini,18,,"[11.0371343, 45.895549]"
resturant514,node/3833840613,Mister Pizza Caffè,Trento,38122,Via Fratelli Perini,6,+39 0461 091605,"[11.1198522, 46.0598499]"
resturant515,node/3849792216,Golden India,Trento,38122,Via Felice e Gregorio Fontana,1,,"[11.1162394, 46.0776269]"
resturant516,node/3910683995,Ristorante Pizzeria Al Torchio,Castel Ivano,38059,Via Marconi,11,,"[11.5219365, 46.0668107]"
resturant517,node/3916224022,Tantalus,St. Lorenzen - San Lorenzo di Sebato,39030,Stefansdorf,43a,,"[11.9216984, 46.7688989]"
resturant518,node/3922184631,Agriturismo Ai Castioni,Molveno,38018,Via Belvedere,50,,"[10.9743769, 46.1469764]"
resturant519,node/3932910252,Osteria Al Borgo,Borgo Valsugana,38051,Via Alessandro Spagolla,7b,,"[11.4565038, 46.051796]"
resturant520,node/3936292099,Zum Woscht,Seis am Schlern - Siusi allo Sciliar,39040,Santnerstraße,8,,"[11.5615119, 46.5443618]"
resturant521,node/3952806157,Al Volt,Pergine Valsugana,38057,Piazza del Municipio,10,,"[11.2408092, 46.0603942]"
resturant522,node/4003293513,Pizzeria Fenice,Riva del Garda,38066,Viale Trento,59g,,"[10.8489494, 45.8945598]"
resturant523,node/4005468650,Ristorante Pizzeria Pieve,Ledro,38067,Via Nuova,1,,"[10.7317127, 45.8881376]"
resturant524,node/4013904561,Magna Rimini,Peio Fonti,38024,Via delle Acque Acidule,16,,"[10.6625851, 46.354775]"
resturant525,node/4018493313,Pizzeria Luisa,Ala,38061,Via Trento,65,,"[11.0246946, 45.7963243]"
resturant526,node/4020650514,Risotteria Rustichel,Bezzecca,38067,Vicolo Pepe,3,,"[10.7171638, 45.8967549]"
resturant527,node/4043693303,Istanbul,Latsch - Laces,39021,Hans-Pegger-Straße,21,,"[10.8589442, 46.6157932]"
resturant528,node/4043705500,Pizzawelt,Latsch - Laces,39021,Hans-Pegger-Straße,19,,"[10.8590017, 46.6158131]"
resturant529,node/4043727740,Diamound's,Bolzano - Bozen,39100,Via della Visitazione - Mariaheimweg,4/g,,"[11.337624, 46.4963459]"
resturant530,node/4043741568,Nuovo Antalya Pizza Kebab,Bolzano - Bozen,39100,Via della Rena - Raingasse,3/d,,"[11.3564755, 46.498264]"
resturant531,node/4043754566,Smile,Meran - Merano,39012,Piavestraße - Via Piave,50,,"[11.1589066, 46.663913]"
resturant532,node/4047547390,Da Cesare,Bolzano - Bozen,39100,Via Dr. Julius Perathoner - Dr.-Julius-Perathoner-Straße,15,,"[11.3555559, 46.4968042]"
resturant533,node/4106086316,Carnera,Ala,38061,Piazza Alfonso Bonacquisto,3,,"[11.006691, 45.7568328]"
resturant534,node/4113411261,Thai Orientale,Bolzano - Bozen,39100,Piazza Giuseppe Mazzini - Giuseppe-Mazzini-Platz,35,,"[11.3399419, 46.5023097]"
resturant535,node/4127975942,Pizzeria Taverna Roma,Borgo Valsugana,38051,Largo Carlo Dordi,9,,"[11.4565866, 46.0541241]"
resturant536,node/4135182348,Ristorante Pizzeria Dolomiti,Borgo Valsugana,38051,Via Tommaso Temanza,11,,"[11.4635757, 46.0556168]"
resturant537,node/4135182630,La Rustica,Borgo Valsugana,38051,Via Francesco Naurizio,19,,"[11.4571846, 46.0507117]"
resturant538,node/4149280983,Sandis Bistro,Sand in Taufers - Campo Tures,39032,Von-Ottenthal-Weg - Via Von Ottental,2a,,"[11.9523967, 46.9180587]"
resturant539,node/4165217023,Panem,Riva del Garda,38066,Viale Roma,11,,"[10.8420347, 45.8867104]"
resturant540,node/4168146286,Pizza Call,Bozen,39100,Via Guglielmo Marconi - Guglielmo-Marconi-Straße,21,,"[11.3505333, 46.4950091]"
resturant541,node/4170307300,Pizza Family,Bolzano - Bozen,39100,Via Parma - Parmastraße,20,,"[11.3229628, 46.485462]"
resturant542,node/4170343702,Nto Ziffredu,Bolzano - Bozen,39100,Via Bari - Baristraße,33,,"[11.3237046, 46.4860045]"
resturant543,node/4179384881,Pizzeria La Dinastia,Bolzano - Bozen,39100,Via Palermo - Palermostraße,37,,"[11.3325257, 46.4914105]"
resturant544,node/4179450768,Miho Bolzano,Bolzano - Bozen,39100,Via Bruno Buozzi - Bruno-Buozzi-Straße,16,,"[11.3253595, 46.473451]"
resturant545,node/4181661951,Dips - French Tacos & Salads,Bolzano - Bozen,39100,Via Dr. Julius Perathoner - Dr.-Julius-Perathoner-Straße,29,,"[11.3558006, 46.4969097]"
resturant546,node/4185345759,Bamboo,Bolzano - Bozen,39100,Via dell'Isarco - Eisackstraße,3b,,"[11.3535815, 46.4967222]"
resturant547,node/4185352361,Koi,Bolzano - Bozen,39100,Via Museo - Museumstraße,29c,,"[11.3505913, 46.4998327]"
resturant548,node/4185984948,Al Volto,Roncegno Terme,38050,Via Enrico Capraro,9,,"[11.4109013, 46.0509082]"
resturant549,node/4197793489,Radstation Frangart - Bicigrill Frangarto,Frangart - Frangarto,39057,Sepp-Kerschbaumer-Straße - Via Sepp Kerschbaumer,11,,"[11.2957448, 46.4756811]"
resturant550,node/4199993054,Scandinavia Kebab,Bolzano - Bozen,39100,Via Resia - Reschenstraße,144,,"[11.3200823, 46.4844788]"
resturant551,node/4202862135,Chardonnay,Scurelle,38050,Via del Municipio vecchio,2,,"[11.5066355, 46.0648051]"
resturant552,node/4205657990,Mezopotamia Pizza & Kebab Rosticceria,Bolzano - Bozen,39100,Via Palermo - Palermostraße,72,,"[11.3313379, 46.4895606]"
resturant553,node/4211148359,Pizza Kebab Mamma Mia,Bolzano - Bozen,39100,Via Roma - Romstraße,66,,"[11.3415015, 46.4912655]"
resturant554,node/4211207111,Susaki,Bolzano - Bozen,39100,Via Roma - Romstraße,2a,,"[11.3401649, 46.49467]"
resturant555,node/4221690792,Cafe Restaurant Teutschhaus,Kurtinig an der Weinstraße - Cortina sulla Strada del Vino,39040,St. Martinsplatz - Piazza San Martino,7,,"[11.2222261, 46.2687901]"
resturant556,node/4236541559,Römerkeller,Bolzano - Bozen,39100,Via dei Grappoli - Weintraubengasse,9b,,"[11.3569879, 46.4991347]"
resturant557,node/4236613156,Insushi,Bolzano - Bozen,39100,Piazza della Vittoria - Siegesplatz,20,,"[11.344289, 46.5001267]"
resturant558,node/4242918790,Hotel Miramonti,Hafling - Avelengo,39010,St. Kathreinstraße - Via S. Caterina,14,,"[11.208952, 46.649923]"
resturant559,node/4248188295,GUL Indiana Pakistana Sapori D'Oriente,Bolzano - Bozen,39100,Via Dr. Josef Streiter - Dr.-Josef-Streiter-Gasse,2,,"[11.3566066, 46.500208]"
resturant560,node/4249292516,Bar-Bistro Pizzeria Safran,Bolzano - Bozen,39100,Via Guglielmo Marconi - Guglielmo-Marconi-Straße,1a,,"[11.3524559, 46.4952769]"
resturant561,node/4249344699,Trattoria Toscana,Bolzano - Bozen,39100,Via dei Cappuccini - Kapuzinergasse,8a,,"[11.3522162, 46.4965534]"
resturant562,node/4254855704,Trattoria da Persefone,Bolzano - Bozen,39100,Via Rovigo - Rovigostraße,74,,"[11.3356604, 46.4897182]"
resturant563,node/4265617706,Pizzeria Hofer,Naturns - Naturno,39025,Am Graben - Al Fossato,8,,"[10.9960751, 46.6511199]"
resturant564,node/4265849665,Sushi Il Milione,Bolzano - Bozen,39100,Via Guglielmo Marconi - Guglielmo-Marconi-Straße,13b,,"[11.3511434, 46.4950754]"
resturant565,node/4277024187,Gasthof Thaler,Mittewald - Mezzaselva,39045,Freiheitsplatz - Piazza Libertà,1,,"[11.5751118, 46.8078444]"
resturant566,node/4315863098,Alla Veccia Macina,Pellizzano,38020,Località Claiano,13,,"[10.7744696, 46.3163649]"
resturant567,node/4331363662,Albergo Ristorante Conca d'Oro,Grigno,38055,Piazza Dante Alighieri,1,,"[11.63573, 46.0171931]"
resturant568,node/4369318447,All'Orsetto,Meran - Merano,39012,Enrico-Fermi-Straße - Via Enrico Fermi,10,,"[11.1741994, 46.6362348]"
resturant569,node/4374237289,Krebsbach,Lana,39011,Ackpfeif - Acquaviva,15,,"[11.1725034, 46.5836095]"
resturant570,node/4375794954,Großklausenhütte,Ahrntal - Valle Aurina,39030,Großklausen,21,,"[11.995634, 46.990292]"
resturant571,node/4379398022,L'Anfora,Trento,38121,Via 25 Aprile 1945,8,,"[11.1161873, 46.0982231]"
resturant572,node/4394168358,Caminetto,Malé,38027,Via Brescia,36,+39 0463 901281,"[10.911614, 46.3517077]"
resturant573,node/4401627447,Restaurant Pizzeria Anger,Rasen-Antholz - Rasun Anterselva,39030,St.-Georg-Straße - Via St. Georg,16a,,"[12.0999671, 46.8592022]"
resturant574,node/4403963894,Fujiya - China Town,Bolzano - Bozen,39100,Via Cassa di Risparmio - Sparkassenstraße,20a,,"[11.3489718, 46.4987697]"
resturant575,node/4414912268,Osteria La Torre,Ledro,38067,Via Vittoria,28,,"[10.73265, 45.8889884]"
resturant576,node/4415028860,Ristorante al Molin,Cloz,38020,Via Santa Maria,13,,"[11.0845204, 46.4165336]"
resturant577,node/4450156682,La Lanterna,Bolzano - Bozen,39100,Via Rovigo - Rovigostraße,14,,"[11.3357929, 46.4945787]"
resturant578,node/4455489789,Devil's Diner,St. Michael - San Michele,39057,Laubendurchgang - Passaggio Portici,14,,"[11.2587128, 46.4544367]"
resturant579,node/4456498581,Pizzeria Bar Ristorante Al Lago,Ledro,38067,Via Alzer,7,,"[10.7315854, 45.883536]"
resturant580,node/4510120958,Bar Pizzeria Niagara,Cusiano,38020,Via Santa Maria Maddalena,16,,"[10.7466287, 46.309876]"
resturant581,node/4561909403,Trattoria Da Dante,Meran - Merano,39012,Enrico-Toti-Straße - Via E. Toti,11b,,"[11.1560851, 46.6637728]"
resturant582,node/4636018512,Zum Guten Tropfen,St. Pauls - San Paolo,39057,Paulser Straße - Via San Paolo,4,,"[11.2607899, 46.4719257]"
resturant583,node/4657167767,Trattoria Dolce Spina,Mezzocorona,38016,Piazza San Gottardo,4,+39 0461 601710,"[11.1194014, 46.2150199]"
resturant584,node/4707221993,Bar Restaurant Gitzl,Karneid - Cornedo all'Isarco,39053,Gewerbegebiet Kardaun - Zona Produttiva Cardano,11,,"[11.3996611, 46.4920884]"
resturant585,node/4746320522,Sushiko,Riva del Garda,38066,Via Padova,1,,"[10.8535154, 45.8827933]"
resturant586,node/4759473436,Gasthaus Mörrerhof,St. Leonhard in Passeier - San Leonardo in Passiria,39015,Mörre,48,,"[11.2205681, 46.7606111]"
resturant587,node/4776882840,Bar Sirio,Trento,38121,Via del Commercio,40,,"[11.1039735, 46.0920081]"
resturant588,node/4776882851,Bar Spazio Prada,Trento,38121,Via del Commercio,5,,"[11.1066342, 46.0909844]"
resturant589,node/4827802501,Palermo Nord,Bolzano - Bozen,39100,Via Santa Geltrude - St.-Gertraud-Weg,20c,,"[11.347386, 46.4873879]"
resturant590,node/4859636763,38 Trentootto,Trento,38121,Via Maestri del Lavoro,27,,"[11.1075455, 46.0872912]"
resturant591,node/4874793589,Dogali Burgers,Rovereto,38068,Via Giuseppe Garibaldi,67,,"[11.0406029, 45.8901846]"
resturant592,node/4876589800,Alpin Curry,Meran - Merano,39012,Freiheitsstraße - Corso della Libertà,103,,"[11.1578598, 46.6708222]"
resturant593,node/4931864514,Pizzeria Totò Sapore,Lana,39011,Andreas-Hofer-Straße - Via Andreas Hofer,17,,"[11.1524233, 46.6149072]"
resturant594,node/4952166591,Ichiban Ramen,Trento,38122,Via Santa Croce,88,+39 0461 521924,"[11.123549, 46.0631109]"
resturant595,node/4986953954,Trento Alta,Trento,38123,Strada della Funivia,15,,"[11.1020722, 46.0653954]"
resturant596,node/5017837055,Al Portico,Vallelaghi,38096,Via Lodovico Defant,8,,"[11.0453847, 46.098221]"
