id,type,Municipality,Star Rating,Facility Name,addrStreet,addrHousenumber,Postal Code,Phone,Email Address,Website,Service Type,Altitude,Number of Beds,Price,Services,coordinates
hotel890,hotel,PINZOLO,4-stars-superior,SPINALE HOTEL,VIA MONTE SPINALE,39,38086,0465-441116,info@spinalehotelcampiglio.it,www.spinalehotelcampiglio.it,full-board,1522,112,,Elevator to all floors,"[46.1617322, 10.7650043]"
hotel891,hotel,PINZOLO,5-stars,ALPEN SUITE HOTEL,VIALE DOLOMITI DI BRENTA,84,38084,0465-440100,info@alpensuitehotel.it,www.alpensuitehotel.it,full-board,1522,56,780.0,Elevator to all floors,"[46.1617322, 10.7650043]"
hotel892,hotel,PINZOLO,no-stars,SCOIATTOLO,VIA AL SARCA,7,38086,0465-501403,residencevidi@infotrentino.net,www.residencevidi.it/garni.html,room-only,770,17,94.0,Elevator to all floors,"[46.1617322, 10.7650043]"
hotel893,hotel,POZZA DI FASSA,1-star,GARNI' PATRIZIA,STRADA DOLOMITES,89,38036,0462-763678,info@garnipatrizia.it,www.garnipatrizia.it,bed-and-breakfast,1325,25,110.0,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel894,hotel,POZZA DI FASSA,1-star,LA MASON DE MARY,STRADA DE LA VEISC,28,38036,0462-764144,masondemary@gmail.com,www.masondemary.com,bed-and-breakfast,1325,13,45.0,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel895,hotel,POZZA DI FASSA,1-star,MASON MARMOLEDA,STRADA DE SORA VAC,1,38036,0462-764119,info@marmoleda.com,www.marmoleda.com,bed-and-breakfast,1325,16,,Parking (insured for at least 50% of the housing units),"[46.4302623, 11.6867947]"
hotel896,hotel,POZZA DI FASSA,1-star,RIZZI,PIAZA DE SALIN,6,38036,0462-764123,hotel.rizzi@tin.it,www.rizzihotel.com,full-board,1326,59,36.0,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel897,hotel,POZZA DI FASSA,1-star,ROSEAL,STRADA DOLOMITES,62,38036,0462-764291,garni.roseal@virgilio.it,,bed-and-breakfast,1325,43,140.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel898,hotel,POZZA DI FASSA,2-stars,AIDA,STRADA DE MEIDA,6,38036,0462-764068,info@albergoaida.com,www.albergoaida.com,full-board,1325,41,,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel899,hotel,POZZA DI FASSA,2-stars,BERNARD,VIA MEIDA,60,38036,0462-760081,info@garnibernard.it,www.garnibernard.it,full-board,1320,24,70.0,Parking (insured for at least 50% of the housing units),"[46.4302623, 11.6867947]"
hotel900,hotel,POZZA DI FASSA,2-stars,MAJON DE SABIN,PIAZA DE BUFAURE,13,38036,0462-764242,info@majondesabin.com,www.majondesabin.com,bed-and-breakfast,1320,22,49.0,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel901,hotel,POZZA DI FASSA,2-stars,MARY,STRADA DOLOMITES,144,38036,0462-764108,info@maryhotel.it,www.maryhotel.it,full-board,1326,58,50.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel902,hotel,POZZA DI FASSA,2-stars,NES CREPES,STRADA DE COL,15,38036,0462-764246,nescrepes@gmail.com,nescrepes.com,full-board,1320,24,120.0,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel903,hotel,POZZA DI FASSA,2-stars,PIAZ,STRADA DOLOMITES,165,38036,0462-764278,info@hotelpiaz.com,www.hotelpiaz.com,full-board,1326,65,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel904,hotel,POZZA DI FASSA,3-stars,ALBERGO ARNIKA,STRADA DE LA VEISC,61,38036,0462-764149,info@arnikahotel.it,www.arnikahotel.it,full-board,1325,44,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel905,hotel,POZZA DI FASSA,3-stars,ALBERGO GEMMY,TROI DE COL DE PRA,1,38036,0462-763218,info@villagemmy.com,www.villagemmy.com,full-board,1325,41,63.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel906,hotel,POZZA DI FASSA,3-stars,ALPINE TOURING HOTEL,TROI DE VICH,72,38036,0462-763268,mail@touringhotel.info,www.touringhotel.info,full-board,1325,52,100.0,Gym,"[46.4302623, 11.6867947]"
hotel907,hotel,POZZA DI FASSA,3-stars,AURORA,STRADA DE MEIDA,130,38036,0462-764166,info@parkhotelaurora.com,www.parkhotelaurora.com,full-board,1320,48,80.49,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel908,hotel,POZZA DI FASSA,3-stars,CHALET ALASKA,STRADA LARSECH,11,38036,0462-764091,info@hotelalaska.net,www.hotelalaska.net,full-board,1325,56,85.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel909,hotel,POZZA DI FASSA,3-stars,EL GEIGER,STRADA DE MEIDA,60,38036,0462-764264,info@hotelelgeiger.com,www.hotelelgeiger.com,full-board,1325,44,65.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel910,hotel,POZZA DI FASSA,3-stars,EL PASTER,STRADA TITA PIAZ,36,38036,0462-764019,info@hotelelpaster.com,www.hotelelpaster.com,full-board,1326,59,76.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel911,hotel,POZZA DI FASSA,3-stars,EUROPA,STRADA DOLOMITES,159,38036,0462-764158,info@europahotel.net,www.europahotel.net,full-board,1326,70,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel912,hotel,POZZA DI FASSA,3-stars,GARNI' VAL DE GREPA,STRADA DE FREINA,15,38036,0462-763349,info@valdegrepa.com,www.valdegrepa.com,bed-and-breakfast,1325,16,160.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel913,hotel,POZZA DI FASSA,3-stars,GARNI' VILLA ELSA,STRADA DE COL DE ZECOL,12,38036,0462-760302,info@villa-elsa.com,www.villa-elsa.com,bed-and-breakfast,1325,23,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel914,hotel,POZZA DI FASSA,3-stars,HOTEL GARNI' SOREJE,STRADA DOLOMITES,167,38036,0462-764882,info@soreie.com,www.soreie.com,bed-and-breakfast,1326,48,70.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel915,hotel,POZZA DI FASSA,3-stars,HOTEL MONZONI,STRADA DOLOMITES,137,38036,0462-764280,monzoni@garibaldihotels.it,www.hotel-monzoni.it,full-board,1325,117,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel916,hotel,POZZA DI FASSA,3-stars,HOTEL VILLA MOZART,STRADA DOLOMITES,10,38036,0462-763555,info@hotelvillamozart.com,www.hotelvillamozart.com,full-board,1325,40,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel917,hotel,POZZA DI FASSA,3-stars,LASTEI,TROI DE VICH,50,38036,0462-764764,info@garnilastei.it,www.garnilastei.it,bed-and-breakfast,1325,43,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel918,hotel,POZZA DI FASSA,3-stars,MONTANA,STRADA DOLOMITES,29,38036,0462-764193,info@hotelmontana.tn.it,www.hotelmontana.tn.it,full-board,1325,62,60.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel919,hotel,POZZA DI FASSA,3-stars,PARK HOTEL MATER DEI,STRADA MAESTRA PAOLINA,7,38036,0462-764255,parkhotelmaterdei@gmail.com,www.materdeihp.com,full-board,1320,91,85.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel920,hotel,POZZA DI FASSA,3-stars,SAN NICOLO',PIAZA DE BUFAURE,1,38036,0462-763741,info@hotelsannicolo.com,www.hotelsannicolo.com,bed-and-breakfast,1325,30,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel921,hotel,POZZA DI FASSA,3-stars,SAS MORIN,STRADA DONATO ZENI,6,38036,0462-764419,info@sasmorin.it,www.sasmorin.it,full-board,1325,48,85.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel922,hotel,POZZA DI FASSA,3-stars,TRENTO,STRADA DOLOMITES,58,38036,0462-764279,info@hoteltrento-dolomiti.it,www.hoteltrento-dolomiti.it,full-board,1325,122,240.0,Gym,"[46.4302623, 11.6867947]"
hotel923,hotel,POZZA DI FASSA,3-stars,VALACIA,STRADA RUF DE RUACIA,42,38036,0462-764875,info@hotelvalacia.it,www.hotelvalacia.it,full-board,1320,81,51.64,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel924,hotel,POZZA DI FASSA,3-stars,VILLA CIMA UNDICI,STRADA DE MEIDA,63,38036,0462-764220,info@hotelcimaundici.it,www.hotelcimaundici.it,full-board,1325,48,67.0,Terrace or garden solarium,"[46.4302623, 11.6867947]"
hotel925,hotel,POZZA DI FASSA,3-stars,VILLA MARGHERITA,STRADA JUMELA,35,38036,0462-764205,info@hotelvillamargherita.info,www.hotelvillamargherita.info,full-board,1326,72,100.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel926,hotel,POZZA DI FASSA,3-stars-superior,CREPEI,STRADA JUMELA,2,38036,0462-764103,info@hotelcrepei.com,www.hotelcrepei.com,full-board,1326,94,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel927,hotel,POZZA DI FASSA,3-stars-superior,PARK HOTEL LAURINO,STRADA DE MEIDA,41,38036,0462-764125,info@hotellaurino.it,www.hotellaurino.it,full-board,1325,67,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel928,hotel,POZZA DI FASSA,3-stars-superior,SPORT HOTEL MAJARE',STRADA DE SOT COMEDON,51,38036,0462-764760,info@hotelmajare.com,www.hotelmajare.com,full-board,1320,62,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel929,hotel,POZZA DI FASSA,4-stars,ANDA,STRADA DE MEIDA,54,38036,0462-764009,info@hotelanda.it,www.hotelanda.it,bed-and-breakfast,1325,91,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel930,hotel,POZZA DI FASSA,4-stars,GRAN BAITA VILLA MITZI,STRADA DOLOMITES,32,38036,0462-764163,info@familyhotelgranbaita.it,www.familyhotelgranbaita.it,full-board,1325,95,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel931,hotel,POZZA DI FASSA,4-stars,HOTEL RENE',STRADA DE LA VEISC,69,38036,0462-764258,info@hotelrene.com,www.hotelrene.com,full-board,1325,78,,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel932,hotel,POZZA DI FASSA,4-stars,HOTEL TERME ANTICO BAGNO,STRADA DI BAGNES,23,38036,0462-763232,info@hoteltermeanticobagno.it,www.hoteltermeanticobagno.it,full-board,1325,64,198.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel933,hotel,POZZA DI FASSA,4-stars,LADINIA,STRADA DE CHIEVA,2,38036,0462-764201,info@hotelladinia.com,www.hotelladinia.com,full-board,1325,86,160.0,Elevator to all floors,"[46.4302623, 11.6867947]"
hotel934,hotel,PREDAZZO,2-stars,BELVEDERE,VIA PRAI DE MONT,14,38037,0462-576133,info@garnibelvedere.it,www.garnibelvedere.it,full-board,1372,23,,Terrace or garden solarium,"[46.3123614, 11.6026938]"
hotel935,hotel,PREDAZZO,2-stars,MARGHERITA,FRAZIONE DI BELLAMONTE,,38037,0462-576140,margherita@cr-surfing.net,www.albergo-margherita.it,full-board,1372,50,50.0,Terrace or garden solarium,"[46.3123614, 11.6026938]"
hotel936,hotel,PREDAZZO,2-stars,MARIA,CORSO DOLOMITI,43,38037,0462-501203,info@h-maria.com,www.h-maria.com,full-board,1018,43,,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel937,hotel,PREDAZZO,2-stars,SAN CELSO,VIA PRAI DE MONT,27,38037,0462-576118,info@sancelso.com,www.sancelso.com,full-board,1372,79,,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel938,hotel,PREDAZZO,2-stars,STELLA ALPINA,LOCALITA'BELLAMONTE,,38037,0462-576420,info@hotelstellaalpina.info,www.hotelstellaalpina.info,full-board,1372,61,58.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel939,hotel,PREDAZZO,3-stars,ALLA ROSA,VIA GARIBALDI,30,38037,0462-501239,info@hotelallarosa.it,www.hotelallarosa.it,full-board,1018,62,80.0,Terrace or garden solarium,"[46.3123614, 11.6026938]"
hotel940,hotel,PREDAZZO,3-stars,ANTICO,VIA PRAI DE MONT,19,38037,0462-576145,info@albergoantico.com,www.albergoantico.com,full-board,1372,82,78.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel941,hotel,PREDAZZO,3-stars,CANADA,VIA DE LA TORBA,1,38037,0462-576245,info@webhotelcanada.com,www.webhotelcanada.com,full-board,1372,69,,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel942,hotel,PREDAZZO,3-stars,CIMON DOLOMITES HOTEL,VIA DELLE FONTANELE,1,38037,0462-501691,info@hotelcimon.it,www.hotelcimon.it,full-board,1018,61,,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel943,hotel,PREDAZZO,3-stars,KRISTALL,VIA DELLE FONTANELE,5,38037,0462-501651,info@fiemmeholidays.it,www.residencekristall.it,room-only,1018,67,260.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel944,hotel,PREDAZZO,3-stars,LA BICOCCA,VIA NAZIONALE,3,38037,0462-576136,info@albergolabicocca.it,www.albergolabicocca.it,full-board,1515,84,95.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel945,hotel,PREDAZZO,3-stars,LIZ,VIA FIAMME GIALLE,51,38037,0462-501264,info@lizhotel.it,www.lizhotel.it,full-board,1018,68,95.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel946,hotel,PREDAZZO,3-stars,MAJESTIC,VIA FIAMME GIALLE,,38037,0461-930460,info@trentinoresidences.it,www.trentinoresidences.it,room-only,1018,237,185.0,Terrace or garden solarium,"[46.3123614, 11.6026938]"
hotel947,hotel,PREDAZZO,3-stars,MONTANARA,VIA INDIPENDENZA,110,38037,0462-501116,info@hotelmontanara.com,www.hotelmontanara.com,full-board,1018,78,70.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel948,hotel,PREDAZZO,3-stars,TOURING,VIA TRENTO,5,38037,0462-501212,info@touringpredazzo.com,www.touringpredazzo.com,full-board,1018,74,140.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel949,hotel,PREDAZZO,3-stars,VINELLA,VIA MAZZINI,76,38037,0462-501151,info@albergovinella.it,www.albergovinella.it,full-board,1018,54,70.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel950,hotel,PREDAZZO,3-stars,ZALUNA,LOCALITA' ZALUNA,2,38037,0462-576126,info@zaluna.com,www.zaluna.com,full-board,1172,23,80.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel951,hotel,PREDAZZO,3-stars-superior,SOLE,VIA DE L'OR,8,38037,0462-576299,info@hsole.it,www.hsole.it,full-board,1372,102,99.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel952,hotel,PREDAZZO,3-stars-superior,SPORT HOTEL SASS MAOR,VIA MARCONI,4,38037,0462-501538,info@sassmaor.com,www.sassmaor.com,full-board,1018,55,75.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel953,hotel,PREDAZZO,3-stars-superior,TORRETTA,FRAZIONE DI BELLAMONTE,,38037,0462-576120,torretta@infotrentino.net,www.hoteltorretta.eu,full-board,1372,62,109.0,Parking (insured for at least 50% of the housing units),"[46.3123614, 11.6026938]"
hotel954,hotel,PREDAZZO,4-stars,ANCORA,VIA IX NOVEMBRE,1,38037,0462-501651,info@ancora.it,www.ancora.it,full-board,1018,81,160.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel955,hotel,PREDAZZO,4-stars,HOTEL BELLAMONTE,VIA PRAI DE MONT,52,38037,0462-576082,info@hotelbellamonte.com,www.hotelbellamonte.com,full-board,1372,95,180.0,Elevator to all floors,"[46.3123614, 11.6026938]"
hotel956,hotel,RABBI,1-star,FONTANIN,LOCALITA' COLLER,,38020,0463-984017,info@alfontanin.it,www.alfontanin.it,full-board,1381,28,,Terrace or garden solarium,"[46.4009006, 10.8249483]"
hotel957,hotel,RABBI,2-stars,ALPEN HOTEL RABBI,LOCALITA'SAN BERNARDO,171/I,38020,0463-984063,info@alpenhotelrabbi.it,www.alpenhotelrabbi.it,full-board,1095,25,,Terrace or garden solarium,"[46.4009006, 10.8249483]"
hotel958,hotel,RABBI,3-stars,ALBERGO MIRAMONTI,FRAZIONE SAN BERNARDO,55,38020,0463-985119,info@albergomiramonti.info,www.albergomiramonti.info,full-board,1095,56,,Elevator to all floors,"[46.4009006, 10.8249483]"
hotel959,hotel,RABBI,3-stars,HOTEL RABBI,LOCALITA'ACIDULE,153,38020,0463-983000,info@termedirabbi.it,www.grandhotelrabbi.it,full-board,1095,95,,Elevator to all floors,"[46.4009006, 10.8249483]"
hotel960,hotel,REVO',2-stars,ALBERGO REVO',VIA G. VERDI,9,38028,0463-432149,info@hotelrevo.com,www.hotelrevo.com,full-board,724,46,40.0,Terrace or garden solarium,"[46.391811, 11.059672]"
hotel961,hotel,RIVA DEL GARDA,1-star,ALBERGO PANORAMA,FRAZ. PREGASINA,1,38060,0464-521503,panorama.toniatti@hotmail.com,,full-board,630,32,40.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel962,hotel,RIVA DEL GARDA,1-star,AL LAGO,VIALE ROVERETO,112,38066,0464-553186,info@campingallago.com,www.campingallago.com,full-board,73,16,35.0,,"[45.8847708, 10.8396942]"
hotel963,hotel,RIVA DEL GARDA,1-star,AL PARCO,VIALE TRENTO,3,38066,331-2294645,info@garnialparco.com,www.garnialparco.com,bed-and-breakfast,73,20,,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel964,hotel,RIVA DEL GARDA,1-star,GARNI' RITA,VIA BRIONE 19,,38066,0464-551798,info@garnirita.com,www.garnirita.com,bed-and-breakfast,75,22,90.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel965,hotel,RIVA DEL GARDA,1-star,GARNI' VILLA RINA,VIA BELLUNO,13,38066,0464-553675,info@hotelvillarina.com,www.hotelvillarina.com,bed-and-breakfast,73,20,0.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel966,hotel,RIVA DEL GARDA,1-star,LA MONTANARA,VIA MONTANARA,18/20,38066,0464-554857,montanarait@yahoo.it,www.gardatrentino.it/it/LA-MONTANARA/?s=1&,full-board,73,18,70.0,,"[45.8847708, 10.8396942]"
hotel967,hotel,RIVA DEL GARDA,1-star,ORCHIDEA,VIA BRIONE,17,38066,0464-554565,info@orchideariva.it,www.orchideariva.it,bed-and-breakfast,73,41,,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel968,hotel,RIVA DEL GARDA,1-star,RESTEL DE FER,VIA RESTEL DE FER,10,38066,0464-553481,info@resteldefer.com,www.resteldefer.com,full-board,73,10,140.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel969,hotel,RIVA DEL GARDA,1-star,ROLLY,LOC.SAN TOMASO,39,38066,0464-553370,info@albergorolly.it,www.albergorolly.it,full-board,80,26,72.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel970,hotel,RIVA DEL GARDA,2-stars,ALBERGO GARNÌ VILLA MORETTI,VIA MAZZANO,7,38066,0464-521127,villamoretti@rivadelgarda.com,www.rivadelgarda.com/villamoretti,bed-and-breakfast,135,19,70.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel971,hotel,RIVA DEL GARDA,2-stars,ALBERGO VARONE,VIA CARTIERE,86/88,38066,0464-550639,info@albergovarone.com,www.albergovarone.it,full-board,135,42,70.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel972,hotel,RIVA DEL GARDA,2-stars,BORGO SAN NAZZARO,VIA IPPOLITO PEDERZOLLI,4,38066,0464-521965,info@borgosannazzaro.it,www.borgosannazzaro.it,bed-and-breakfast,73,12,0.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel973,hotel,RIVA DEL GARDA,2-stars,ENGLO VACANZE,VIA LAVINO,14,38066,0464-554222,englo@welcometogardalake.com,www.welcometogardalake.com/it/residence-englovacanze,bed-and-breakfast,73,99,,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel974,hotel,RIVA DEL GARDA,2-stars,GARNI' HOTELLO SPORT AND RELAX,VIA NEGRELLI,3/A,38066,0464-550593,info@garnihotello.it,www.garnihotello.it,bed-and-breakfast,73,18,,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel975,hotel,RIVA DEL GARDA,2-stars,ROSALPINA,LOCALITA'PREGASINA,,38066,0464-554293,rosalpina@tin.it,www.rivadelgarda.com/rosalpina/,full-board,630,28,100.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel976,hotel,RIVA DEL GARDA,2-stars,VILLA MARIA,VIALE DEI TIGLI,19,38066,0464-552288,info@garnimaria.com,www.garnimaria.com,bed-and-breakfast,73,32,65.0,Air Conditioning in at least 80% of the housing units,"[45.8847708, 10.8396942]"
hotel977,hotel,RIVA DEL GARDA,3-stars,ALBERELLO,VIA BALLINO,40,38066,0464-520340,info@hotelalberello.com,www.hotelalberello.com,full-board,135,84,,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel978,hotel,RIVA DEL GARDA,3-stars,ALBERGO RISTORANTE ALLE PORTE,VIA DISCIPLINI,23,38066,0464-567474,info@hoteldelgarda.com,www.hoteldelgarda.com,full-board,73,24,75.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel979,hotel,RIVA DEL GARDA,3-stars,AMBASSADOR SUITE HOTEL,VIA LONGA,16,38066,0464-550358,info@ambassadorsuite.it,www.ambassadorsuite.it,bed-and-breakfast,73,184,380.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel980,hotel,RIVA DEL GARDA,3-stars,BELLAVISTA,PIAZZA C.BATTISTI,7,38066,0464-554271,info@bellavistariva.it,www.bellavistariva.it,bed-and-breakfast,73,102,180.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel981,hotel,RIVA DEL GARDA,3-stars,BENACUS,VIA MONTE BRIONE,19,38066,0464-552737,info@hotelbenacus.com,www.hotelbenacus.com,full-board,73,85,,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel982,hotel,RIVA DEL GARDA,3-stars,BRIONE,VIALE ROVERETO,77,38066,0464-552484,info@hotelbrione.it,www.hotelbrione.it,full-board,73,137,85.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel983,hotel,RIVA DEL GARDA,3-stars,CAMPAGNOLA,VIA SAN TOMMASO,11,38066,0464-521103,info@hotelcampagnola.com,www.hotelcampagnola.com,full-board,80,86,120.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel984,hotel,RIVA DEL GARDA,3-stars,CANARINO,VIA MONTE ORO,11,38066,0464-554086,info@casacanarino.it,www.casacanarino.it,bed-and-breakfast,73,25,,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel985,hotel,RIVA DEL GARDA,3-stars,CENTRALE,PIAZZA TRE NOVEMBRE,27,38066,0464-552344,centrale@welcometogardalake.com,www.welcometogardalake.com,full-board,73,145,90.0,Terrace or garden solarium,"[45.8847708, 10.8396942]"
hotel986,hotel,RIVA DEL GARDA,3-stars,DEVA,LOCALITA' DEVA,3,38066,0464-521329,info@hoteldeva.it,www.hoteldeva.it,full-board,272,48,56.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel987,hotel,RIVA DEL GARDA,3-stars,ECOHOTEL GARNI' PRIMAVERA,VIA BRIONE,19,38066,0464-551798,info@hotelprimaverariva.it,www.hotelprimavera-riva.it,bed-and-breakfast,75,38,250.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel988,hotel,RIVA DEL GARDA,3-stars,GABRY,VIA LONGA,6,38066,0464-553600,hgabry@tin.it,www.hotelgabry.com,full-board,73,84,172.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel989,hotel,RIVA DEL GARDA,3-stars,GARDESANA,VIA BRIONE,1,38066,0464-552793,info@gardesanahotel.com,www.gardesanahotel.com,full-board,73,66,89.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel990,hotel,RIVA DEL GARDA,3-stars,GIARDINO VERDI,PIAZZA GIARDINO GIUSEPPE VERDI,4,38066,0464-552516,info@giardinoverdi.com,www.giardinoverdi.com,full-board,73,64,71.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel991,hotel,RIVA DEL GARDA,3-stars,HOTEL GARNI' VENEZIA,VIA FRANZ KAFKA,7,38066,0464-552216,info@hotelveneziariva.com,www.hotelveneziariva.com,bed-and-breakfast,73,42,140.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel992,hotel,RIVA DEL GARDA,3-stars,HOTEL LA PERLA,VIALE ROVERETO,67,38066,0464-552204,info@hotellaperla.com,www.hotellaperla.com,full-board,73,170,,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel993,hotel,RIVA DEL GARDA,3-stars,HOTEL PIER,LOCALITA' GOLA,2,38066,0464-554230,htlpier@montagnoligroup.it,www.montagnoligroup.it/it/hotel/surf-hotel-pier.html,full-board,73,89,92.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel994,hotel,RIVA DEL GARDA,3-stars,HOTEL PRIMO,VIALE ROVERETO,59,38066,0464-551884,info@hotelprimo.it,www.hotelprimo.it,full-board,73,49,200.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel995,hotel,RIVA DEL GARDA,3-stars,HOTEL RISTORANTE PIZZERIA RIVAMIA,VIA MONTANARA,2,38066,0464-567099,info@rivamia.it,www.rivamia.it,full-board,73,22,,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel996,hotel,RIVA DEL GARDA,3-stars,HOTEL VILLA ENRICA GARNÌ,VIA BRIONE,1/A,38066,0464-551254,info@hotelvillaenrica.com,www.hotelvillaenrica.com,bed-and-breakfast,73,52,110.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel997,hotel,RIVA DEL GARDA,3-stars,HOTEL VILLA MIRAVALLE,VIA MONTE ORO,9,38066,0464-552335,info@hotelvillamiravalle.com,www.hotelvillamiravalle.com,full-board,73,56,,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel998,hotel,RIVA DEL GARDA,3-stars,HOTEL VITTORIA - KAPUZINER AM SEE,VIALE DANTE,39,38066,0464-559231,info@hotelvittoriariva.it,www.hotelvittoriariva.it,full-board,73,24,80.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel999,hotel,RIVA DEL GARDA,3-stars,PRINCE,VIALE ROVERETO,68,38066,0464-555420,htlprince@montagnoligroup.it,www.montagnoligroup.it/it/hotel/hotel-garnì-prince.html,bed-and-breakfast,73,73,,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel1000,hotel,RIVA DEL GARDA,3-stars,RESIDENCE CENTRO VELA,VIALE ROVERETO,101,38066,0464-556055,info@centrovela.eu,www.centrovela.eu,room-only,73,94,80.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel1001,hotel,RIVA DEL GARDA,3-stars,RESIDENCE HOTEL RESIDENZA LE DUE TORRI,LOCALITA' BASONE,8,38066,0464-521095,info@residenzaleduetorri.it,www.residenzaleduetorri.it,bed-and-breakfast,135,22,120.0,Elevator to all floors,"[45.8847708, 10.8396942]"
hotel1002,hotel,RIVA DEL GARDA,3-stars,RIVIERA,VIALE ROVERETO,95,38066,0464-552279,info@hotelrivierariva.com,www.hotelrivierariva.com,full-board,73,69,79.0,Outdoor swimming pool,"[45.8847708, 10.8396942]"
hotel1003,hotel,RIVA DEL GARDA,3-stars,VIRGILIO,VIA VIRGILIO,21,38066,0464-521051,info@albergovirgilio.it,www.albergovirgilio.it,full-board,73,74,,Outdoor swimming pool,"[45.8847708, 10.8396942]"
