Comune;Provincia;Categoria;Denominazione struttura;Indirizzo;Frazione;CAP;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Denominazione ente annuario;Tipologia alberghiera;Tipologia servizio;Codice esercizio ricettivo;Partita IVA;Codice localita;Altitudine;Numero unita;Numero posti letto;Prezzo massimo letto aggiunto;Tipologia unita;Posti letto;Prezzo;Prezzo massimo consumazione pasto;Codice;Servizi;Denominazione dipendenza;Comune dipendenza;Frazione dipendenza;Indirizzo dipendenza;Categoria dipendenza;Prezzo massimo letto aggiunto dipendenza;Prezzo massimo consumazione pasto dipendenza;Tipologia unita dipendenza;Posti letto dipendenza;Prezzo dipendenza
POZZA DI FASSA;TRENTO;3-stelle;LASTEI;TROI DE VICH, 50;;38036;0462-764764;0462-762581;info@garnilastei.it;www.garnilastei.it;A.P.T. VALLE DI FASSA;garni;prima-colazione;1430660;607790227;461;1325;21;43;60.00;suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle;MONTANA;STRADA DOLOMITES, 29;;38036;0462-764193;0462-763673;info@hotelmontana.tn.it;www.hotelmontana.tn.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1242597;156380222;461;1325;31;62;40.00;camera-con-bagno;1;60.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle;PARK HOTEL MATER DEI;STRADA MAESTRA PAOLINA, 7;MEIDA;38036;0462-764255;0462-763490;parkhotelmaterdei@gmail.com;www.materdeihp.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1199932;1574630354;50000372;1320;48;91;30.00;camera-con-bagno;1;85.00;28.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle;SAN NICOLO';PIAZA DE BUFAURE, 1;;38036;0462-763741;0462-760289;info@hotelsannicolo.com;www.hotelsannicolo.com;A.P.T. VALLE DI FASSA;garni;prima-colazione;1318409;1419930225;461;1325;15;30;100.00;jr-suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle;SAS MORIN;STRADA DONATO ZENI, 6;;38036;0462-764419;0462-762315;info@sasmorin.it;www.sasmorin.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1543732;854930229;461;1325;25;48;85.00;camera-con-bagno;1;85.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle;TRENTO;STRADA DOLOMITES, 58;;38036;0462-764279;0462-764888;info@hoteltrento-dolomiti.it;www.hoteltrento-dolomiti.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1317690;415160431;461;1325;61;122;60.00;jr-suite;2;240.00;25.00;STANN14.palestra;Palestra;LE COLONNINE;POZZA DI FASSA - POZA;;STRADA DOLOMITES, 58;3-stelle;60.00;25.00;camera-con-bagno;2;185.00
POZZA DI FASSA;TRENTO;3-stelle;VALACIA;STRADA RUF DE RUACIA, 42;MEIDA;38036;0462-764875;0462-763584;info@hotelvalacia.it;www.hotelvalacia.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1351444;1230500223;50000372;1320;40;81;45.00;camera-con-bagno;1;51.64;18.07;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle;VILLA CIMA UNDICI;STRADA DE MEIDA, 63;;38036;0462-764220;0462-763692;info@hotelcimaundici.it;www.hotelcimaundici.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1311345;1096840226;461;1325;25;48;50.00;camera-con-bagno;1;67.00;17.00;STANN43;Terrazza o giardino solarium;VILLA CIMA UNDICI (DIP);POZZA DI FASSA - POZA;;LOCALITA'MEIDA, 55;2-stelle;50.00;17.00;camera-senza-bagno;1;65.00
POZZA DI FASSA;TRENTO;3-stelle;VILLA MARGHERITA;STRADA JUMELA, 35;PERA DI FASSA;38036;0462-764205;0462-762742;info@hotelvillamargherita.info;www.hotelvillamargherita.info;A.P.T. VALLE DI FASSA;albergo;pensione-completa;224350385;1994060356;9825;1326;37;72;75.00;camera-con-bagno;1;100.00;22.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle-s;CREPEI;STRADA JUMELA, 2;PERA DI FASSA;38036;0462-764103;0462-764312;info@hotelcrepei.com;www.hotelcrepei.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1154222;1095360226;9825;1326;49;94;50.00;jr-suite;;;28.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle-s;PARK HOTEL LAURINO;STRADA DE MEIDA, 41;;38036;0462-764125;0462-763434;info@hotellaurino.it;www.hotellaurino.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1506714;1566280226;461;1325;34;67;60.00;bicamera-con-bagno;;;24.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;3-stelle-s;SPORT HOTEL MAJARE';STRADA DE SOT COMEDON, 51;MEIDA;38036;0462-764760;0462-763565;info@hotelmajare.com;www.hotelmajare.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1336519;1094950225;50000372;1320;31;62;145.00;jr-suite;;;45.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;4-stelle;ANDA;STRADA DE MEIDA, 54;;38036;0462-764009;0462-764311;info@hotelanda.it;www.hotelanda.it;A.P.T. VALLE DI FASSA;rta;prima-colazione;1525978;1100920220;461;1325;32;91;50.00;jr-suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;4-stelle;GRAN BAITA VILLA MITZI;STRADA DOLOMITES, 32;;38036;0462-764163;0462-764745;info@familyhotelgranbaita.it;www.familyhotelgranbaita.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1544344;596620229;461;1325;53;95;90.00;suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;4-stelle;HOTEL RENE';STRADA DE LA VEISC, 69;;38036;0462-764258;0462-763594;info@hotelrene.com;www.hotelrene.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1504549;146560222;461;1325;40;78;120.00;jr-suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;4-stelle;HOTEL TERME ANTICO BAGNO;STRADA DI BAGNES, 23;;38036;0462-763232;0462-763232;info@hoteltermeanticobagno.it;www.hoteltermeanticobagno.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1377091;1098010224;461;1325;24;64;80.00;jr-suite;2;198.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
POZZA DI FASSA;TRENTO;4-stelle;LADINIA;STRADA DE CHIEVA, 2;;38036;0462-764201;0462-764896;info@hotelladinia.com;www.hotelladinia.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1478946;1098040221;461;1325;40;86;100.00;camera-con-bagno;1;160.00;60.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;2-stelle;BELVEDERE;VIA PRAI DE MONT, 14;BELLAMONTE;38037;0462-576133;0462-576133;info@garnibelvedere.it;www.garnibelvedere.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1476421;1191540226;50000384;1372;13;23;30.00;bicamera-con-bagno;;;16.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
PREDAZZO;TRENTO;2-stelle;MARGHERITA;FRAZIONE DI BELLAMONTE;BELLAMONTE;38037;0462-576140;0462-576140;margherita@cr-surfing.net;www.albergo-margherita.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1314219;669400228;50000384;1372;28;50;35.00;camera-con-bagno;1;50.00;25.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
PREDAZZO;TRENTO;2-stelle;MARIA;CORSO DOLOMITI, 43;;38037;0462-501203;;info@h-maria.com;www.h-maria.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1415827;2227290224;463;1018;22;43;63.00;bicamera-con-bagno;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;2-stelle;SAN CELSO;VIA PRAI DE MONT, 27;BELLAMONTE;38037;0462-576118;0462-576118;info@sancelso.com;www.sancelso.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1333108;3743780961;50000384;1372;36;79;20.00;suite;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;2-stelle;STELLA ALPINA;LOCALITA'BELLAMONTE;BELLAMONTE;38037;0462-576420;0462-576420;info@hotelstellaalpina.info;www.hotelstellaalpina.info;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1363255;669410227;50000384;1372;34;61;34.00;camera-con-bagno;1;58.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;ALLA ROSA;VIA GARIBALDI, 30;;38037;0462-501239;0462-501239;info@hotelallarosa.it;www.hotelallarosa.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1348067;1296780222;463;1018;30;62;40.00;camera-con-bagno;1;80.00;22.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;ANTICO;VIA PRAI DE MONT, 19;BELLAMONTE;38037;0462-576145;0462-576145;info@albergoantico.com;www.albergoantico.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1414020;1377280225;50000384;1372;42;82;65.00;camera-con-bagno;1;78.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;CANADA;VIA DE LA TORBA, 1;BELLAMONTE;38037;0462-576245;0462-576083;info@webhotelcanada.com;www.webhotelcanada.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1250568;440860229;50000384;1372;37;69;40.00;bicamera-con-bagno;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;CIMON DOLOMITES HOTEL;VIA DELLE FONTANELE, 1;;38037;0462-501691;0462-502161;info@hotelcimon.it;www.hotelcimon.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1249134;1066090224;463;1018;28;61;105.00;suite;;;45.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;KRISTALL;VIA DELLE FONTANELE, 5;;38037;0462-501651;0462-502745;info@fiemmeholidays.it;www.residencekristall.it;A.P.T. VALLE DI FIEMME;rta;solo-pernottamento;1350359;1063380222;463;1018;20;67;110.00;appartamento;2;260.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;LA BICOCCA;VIA NAZIONALE, 3;PANEVEGGIO;38037;0462-576136;0462-576136;info@albergolabicocca.it;www.albergolabicocca.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1481456;413970229;50000385;1515;40;84;60.00;camera-con-bagno;1;95.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;LIZ;VIA FIAMME GIALLE, 51;;38037;0462-501264;0462-501580;info@lizhotel.it;www.lizhotel.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1331024;1288920224;463;1018;34;68;45.00;camera-con-bagno;1;95.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;MAJESTIC;VIA FIAMME GIALLE;;38037;0461-930460;0461-930781;info@trentinoresidences.it;www.trentinoresidences.it;A.P.T. VALLE DI FIEMME;rta;solo-pernottamento;1314637;449810225;463;1018;90;237;10.00;appartamento;1;185.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;MONTANARA;VIA INDIPENDENZA, 110;;38037;0462-501116;0462-502658;info@hotelmontanara.com;www.hotelmontanara.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1528023;1192520227;463;1018;40;78;53.00;camera-con-bagno;1;70.00;14.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;TOURING;VIA TRENTO, 5;;38037;0462-501212;0462-502670;info@touringpredazzo.com;www.touringpredazzo.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1313443;1385680226;463;1018;28;74;50.00;camera-con-bagno;2;140.00;16.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;VINELLA;VIA MAZZINI, 76;;38037;0462-501151;0462-502330;info@albergovinella.it;www.albergovinella.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1153209;822020228;463;1018;29;54;42.00;camera-con-bagno;1;70.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle;ZALUNA;LOCALITA' ZALUNA, 2;ZALUNA;38037;0462-576126;0462-577207;info@zaluna.com;www.zaluna.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1415495;1673910228;50000387;1172;13;23;55.00;camera-con-bagno;1;80.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle-s;SOLE;VIA DE L'OR, 8;BELLAMONTE;38037;0462-576299;0462-576394;info@hsole.it;www.hsole.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1313180;581390226;50000384;1372;54;102;75.00;camera-con-bagno;1;99.00;90.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle-s;SPORT HOTEL SASS MAOR;VIA MARCONI, 4;;38037;0462-501538;0462-501539;info@sassmaor.com;www.sassmaor.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1306890;1082440221;463;1018;27;55;40.00;camera-con-bagno;1;75.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;3-stelle-s;TORRETTA;FRAZIONE DI BELLAMONTE;BELLAMONTE;38037;0462-576120;0462-576125;torretta@infotrentino.net;www.hoteltorretta.eu;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1325262;1096680226;50000384;1372;33;62;45.00;camera-con-bagno;1;109.00;25.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);TORRETTA (DIP);PREDAZZO;BELLAMONTE;FRAZIONE DI BELLAMONTE;3-stelle;45.00;25.00;camera-con-bagno;1;109.00
PREDAZZO;TRENTO;4-stelle;ANCORA;VIA IX NOVEMBRE, 1;;38037;0462-501651;0462-502745;info@ancora.it;www.ancora.it;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;1487122;1063380222;463;1018;36;81;65.00;camera-con-bagno;1;160.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
PREDAZZO;TRENTO;4-stelle;HOTEL BELLAMONTE;VIA PRAI DE MONT, 52;BELLAMONTE;38037;0462-576082;0462-576032;info@hotelbellamonte.com;www.hotelbellamonte.com;A.P.T. VALLE DI FIEMME;albergo;pensione-completa;227316966;2271320224;50000384;1372;44;95;130.00;camera-con-bagno;1;180.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RABBI;TRENTO;1-stella;FONTANIN;LOCALITA' COLLER;COLLER;38020;0463-984017;0463-984017;info@alfontanin.it;www.alfontanin.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1166884;1641940224;50000404;1381;12;28;20.00;bicamera-con-bagno;;;20.00;STANN43;Terrazza o giardino solarium;FONTANIN (DIPENDENZA);RABBI;RABBI;LOCALITA' COLLER;1-stella;20.00;20.00;camera-con-bagno;2;60.00
RABBI;TRENTO;2-stelle;ALPEN HOTEL RABBI;LOCALITA'SAN BERNARDO, 171/I;SAN BERNARDO;38020;0463-984063;0463-984063;info@alpenhotelrabbi.it;www.alpenhotelrabbi.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;315904038;2459900227;9843;1095;14;25;;bicamera-con-bagno;;;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RABBI;TRENTO;3-stelle;ALBERGO MIRAMONTI;FRAZIONE SAN BERNARDO, 55;SAN BERNARDO;38020;0463-985119;0463-985119;info@albergomiramonti.info;www.albergomiramonti.info;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1259557;1972650228;9843;1095;33;56;36.00;bicamera-con-bagno;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RABBI;TRENTO;3-stelle;HOTEL RABBI;LOCALITA'ACIDULE, 153;RABBI BAGNI;38020;0463-983000;0463-985070;info@termedirabbi.it;www.grandhotelrabbi.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1152770;1649320221;50000396;1095;52;95;100.00;suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
REVO';TRENTO;2-stelle;ALBERGO REVO';VIA G. VERDI, 9;;38028;0463-432149;0463-432149;info@hotelrevo.com;www.hotelrevo.com;A.P.T. VALLE DI NON;albergo;pensione-completa;1202051;459470225;468;724;22;46;15.00;camera-con-bagno;1;40.00;16.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;ALBERGO PANORAMA;FRAZ. PREGASINA, 1;PREGASINA;38060;0464-521503;;panorama.toniatti@hotmail.com;;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1220192;2453290229;9902;630;20;32;30.00;camera-con-bagno;1;40.00;15.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;AL LAGO;VIALE ROVERETO, 112;;38066;0464-553186;0464-559772;info@campingallago.com;www.campingallago.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1192081;971570221;469;73;9;16;30.00;camera-senza-bagno;1;35.00;12.00;;;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;AL PARCO;VIALE TRENTO, 3;;38066;331-2294645;0464-350231;info@garnialparco.com;www.garnialparco.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1139248;1173460229;469;73;11;20;10.00;suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;GARNI' RITA;VIA BRIONE 19;BRIONE;38066;0464-551798;0464-551798;info@garnirita.com;www.garnirita.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1252698;2215690229;50000422;75;11;22;35.00;camera-con-bagno;2;90.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;GARNI' VILLA RINA;VIA BELLUNO, 13;;38066;0464-553675;0464-553645;info@hotelvillarina.com;www.hotelvillarina.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;286298120;2283740229;469;73;11;20;;camera-con-bagno;1;0.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;LA MONTANARA;VIA MONTANARA, 18/20;;38066;0464-554857;;montanarait@yahoo.it;www.gardatrentino.it/it/LA-MONTANARA/?s=1&;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1172513;2152380222;469;73;8;18;27.00;camera-senza-bagno;2;70.00;35.00;;;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;ORCHIDEA;VIA BRIONE, 17;;38066;0464-554565;0464-554565;info@orchideariva.it;www.orchideariva.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1175665;1244080220;469;73;22;41;25.00;appartamento;;;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;RESTEL DE FER;VIA RESTEL DE FER, 10;;38066;0464-553481;0464-552798;info@resteldefer.com;www.resteldefer.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1199842;2368480220;469;73;5;10;50.00;camera-con-bagno;2;140.00;40.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;1-stella;ROLLY;LOC.SAN TOMASO, 39;SAN TOMMASO;38066;0464-553370;0464-553370;info@albergorolly.it;www.albergorolly.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1260419;984550228;50000419;80;13;26;25.00;camera-con-bagno;2;72.00;16.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;ALBERGO GARNÌ VILLA MORETTI;VIA MAZZANO, 7;VARONE;38066;0464-521127;0464-559098;villamoretti@rivadelgarda.com;www.rivadelgarda.com/villamoretti;A.P.T. GARDA TRENTINO;garni;prima-colazione;1211941;1682190226;50000416;135;10;19;50.00;camera-con-bagno;1;70.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;ALBERGO VARONE;VIA CARTIERE, 86/88;VARONE;38066;0464-550639;0464-556468;info@albergovarone.com;www.albergovarone.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1515369;2381850227;50000416;135;19;42;35.00;camera-con-bagno;2;70.00;12.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;BORGO SAN NAZZARO;VIA IPPOLITO PEDERZOLLI, 4;;38066;0464-521965;0464-521965;info@borgosannazzaro.it;www.borgosannazzaro.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;286114085;2286630229;469;73;7;12;;camera-con-bagno;1;0.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;ENGLO VACANZE;VIA LAVINO, 14;;38066;0464-554222;0464-554222;englo@welcometogardalake.com;www.welcometogardalake.com/it/residence-englovacanze;A.P.T. GARDA TRENTINO;rta;prima-colazione;1486189;1494640228;469;73;25;99;43.00;appartamento;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;GARNI' HOTELLO SPORT AND RELAX;VIA NEGRELLI, 3/A;;38066;0464-550593;0464-350281;info@garnihotello.it;www.garnihotello.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1386363;2117810222;469;73;11;18;30.00;suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;ROSALPINA;LOCALITA'PREGASINA;PREGASINA;38066;0464-554293;0464-554293;rosalpina@tin.it;www.rivadelgarda.com/rosalpina/;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1192694;1993490224;9902;630;14;28;40.00;camera-senza-bagno;2;100.00;18.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;2-stelle;VILLA MARIA;VIALE DEI TIGLI, 19;;38066;0464-552288;0464-561170;info@garnimaria.com;www.garnimaria.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1486445;1674970221;469;73;17;32;16.00;camera-con-bagno;1;65.00;;STANN05;Aria Condizionata in almeno l'80% delle unit� abitative;VILLA MARIA (DIP.);RIVA DEL GARDA;RIVA DEL GARDA;VIALE DEI TIGLI, 19;2-stelle;16.00;;appartamento;;
RIVA DEL GARDA;TRENTO;3-stelle;ALBERELLO;VIA BALLINO, 40;VARONE;38066;0464-520340;0464-556739;info@hotelalberello.com;www.hotelalberello.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1235748;1729200228;50000416;135;44;84;36.00;jr-suite;;;14.00;STANN14.piscina-scoperta;Piscina scoperta;ALBERELLO (DIP);RIVA DEL GARDA;VARONE;VIA BALLINO, 33;3-stelle;36.00;14.00;camera-con-bagno;1;51.00
RIVA DEL GARDA;TRENTO;3-stelle;ALBERGO RISTORANTE ALLE PORTE;VIA DISCIPLINI, 23;;38066;0464-567474;0464-567474;info@hoteldelgarda.com;www.hoteldelgarda.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1518589;1384430227;469;73;13;24;15.00;camera-con-bagno;1;75.00;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;AMBASSADOR SUITE HOTEL;VIA LONGA, 16;;38066;0464-550358;0464-550359;info@ambassadorsuite.it;www.ambassadorsuite.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1162737;689430221;469;73;77;184;50.00;appartamento;2;380.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;BELLAVISTA;PIAZZA C.BATTISTI, 7;;38066;0464-554271;0464-555754;info@bellavistariva.it;www.bellavistariva.it;A.P.T. GARDA TRENTINO;rta;prima-colazione;1523904;2022840983;469;73;32;102;50.00;appartamento;2;180.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;BENACUS;VIA MONTE BRIONE, 19;;38066;0464-552737;0464-551030;info@hotelbenacus.com;www.hotelbenacus.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1164507;1345740227;469;73;42;85;70.00;jr-suite;;;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;BRIONE;VIALE ROVERETO, 77;;38066;0464-552484;0464-551938;info@hotelbrione.it;www.hotelbrione.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1130968;1099840223;469;73;75;137;70.00;camera-con-bagno;1;85.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;CAMPAGNOLA;VIA SAN TOMMASO, 11;SAN TOMMASO;38066;0464-521103;0464-521266;info@hotelcampagnola.com;www.hotelcampagnola.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1245232;1005970221;50000419;80;45;86;30.00;camera-con-bagno;1;120.00;22.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;CANARINO;VIA MONTE ORO, 11;;38066;0464-554086;0464-552164;info@casacanarino.it;www.casacanarino.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1262654;1742300229;469;73;18;25;50.00;bicamera-con-bagno;;;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;CENTRALE;PIAZZA TRE NOVEMBRE, 27;;38066;0464-552344;0464-552138;centrale@welcometogardalake.com;www.welcometogardalake.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1526240;1424660221;469;73;66;145;30.00;camera-con-bagno;1;90.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;DEVA;LOCALITA' DEVA, 3;DEVA;38066;0464-521329;0464-560848;info@hoteldeva.it;www.hoteldeva.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1204982;44198224;50000424;272;20;48;40.00;camera-con-bagno;1;56.00;25.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;ECOHOTEL GARNI' PRIMAVERA;VIA BRIONE, 19;BRIONE;38066;0464-551798;0464-561522;info@hotelprimaverariva.it;www.hotelprimavera-riva.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;125245780;2215690229;50000422;75;19;38;65.00;appartamento;2;250.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
RIVA DEL GARDA;TRENTO;3-stelle;GABRY;VIA LONGA, 6;;38066;0464-553600;0464-553624;hgabry@tin.it;www.hotelgabry.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1211607;327490223;469;73;42;84;30.00;jr-suite;2;172.00;22.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
