Municipality                      ;Province ;Category         ;Facility Name                                                                ;Address                                               ;District                          ;Postal Code ;Phone                     ;Fax                       ;Email Address                                                      ;Website                                                                                                         ;Hotel Type              ;Service Type          ;VAT Number   ;Altitude ;Number of Units ;Number of Beds ;Max Extra Bed Price ;Unit Type              ;Beds ;Price   ;Max Meal Price ;Services
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;ECOHOTEL GARNI' PRIMAVERA                                                    ;VIA BRIONE, 19                                        ;BRIONE                            ;      38066 ;0464-551798               ;0464-561522               ;info@hotelprimaverariva.it                                         ;www.hotelprimavera-riva.it                                                                                      ;hotel                   ;bed-and-breakfast     ;2215690229   ;      75 ;             19 ;            38 ;              65.0  ;apartment              ; 2.0 ; 250.0  ;               ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;GABRY                                                                        ;VIA LONGA, 6                                          ;                                  ;      38066 ;0464-553600               ;0464-553624               ;hgabry@tin.it                                                      ;www.hotelgabry.com                                                                                              ;hotel                   ;full-board            ;327490223    ;      73 ;             42 ;            84 ;              30.0  ;jr-suite               ; 2.0 ; 172.0  ;         22.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;GARDESANA                                                                    ;VIA BRIONE, 1                                         ;                                  ;      38066 ;0464-552793               ;0464-555814               ;info@gardesanahotel.com                                            ;www.gardesanahotel.com                                                                                          ;hotel                   ;full-board            ;2385130220   ;      73 ;             38 ;            66 ;              50.0  ;room-with-bathroom     ; 1.0 ;  89.0  ;         30.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;GIARDINO VERDI                                                               ;PIAZZA GIARDINO GIUSEPPE VERDI, 4                     ;                                  ;      38066 ;0464-552516               ;0464-554191               ;info@giardinoverdi.com                                             ;www.giardinoverdi.com                                                                                           ;hotel                   ;full-board            ;1117680221   ;      73 ;             36 ;            64 ;              66.0  ;room-with-bathroom     ; 1.0 ;  71.0  ;         50.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL GARNI' VENEZIA                                                         ;VIA FRANZ KAFKA, 7                                    ;                                  ;      38066 ;0464-552216               ;0464-552216               ;info@hotelveneziariva.com                                          ;www.hotelveneziariva.com                                                                                        ;hotel                   ;bed-and-breakfast     ;1074020221   ;      73 ;             21 ;            42 ;              50.0  ;room-with-bathroom     ; 2.0 ; 140.0  ;               ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL LA PERLA                                                               ;VIALE ROVERETO, 67                                    ;                                  ;      38066 ;0464-552204               ;0464-520088               ;info@hotellaperla.com                                              ;www.hotellaperla.com                                                                                            ;hotel                   ;full-board            ;95620225     ;      73 ;             90 ;           170 ;              45.0  ;jr-suite               ;     ;        ;         20.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL PIER                                                                   ;LOCALITA' GOLA, 2                                     ;                                  ;      38066 ;0464-554230               ;0464-553217               ;htlpier@montagnoligroup.it                                         ;www.montagnoligroup.it/it/hotel/surf-hotel-pier.html                                                            ;villaggio-albergo       ;full-board            ;638690982    ;      73 ;             41 ;            89 ;              45.0  ;room-with-bathroom     ; 1.0 ;  92.0  ;         18.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL PRIMO                                                                  ;VIALE ROVERETO, 59                                    ;                                  ;      38066 ;0464-551884               ;0464-551922               ;info@hotelprimo.it                                                 ;www.hotelprimo.it                                                                                               ;hotel                   ;full-board            ;2526270984   ;      73 ;             31 ;            49 ;             150.0  ;room-with-bathroom     ; 1.0 ; 200.0  ;         50.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL RISTORANTE PIZZERIA RIVAMIA                                            ;VIA MONTANARA, 2                                      ;                                  ;      38066 ;0464-567099               ;0464-560288               ;info@rivamia.it                                                    ;www.rivamia.it                                                                                                  ;hotel                   ;full-board            ;2399360227   ;      73 ;             11 ;            22 ;              35.0  ;jr-suite               ;     ;        ;         20.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL VILLA ENRICA GARNÌ                                                     ;VIA BRIONE, 1/A                                       ;                                  ;      38066 ;0464-551254               ;0464-557127               ;info@hotelvillaenrica.com                                          ;www.hotelvillaenrica.com                                                                                        ;hotel                   ;bed-and-breakfast     ;1424170221   ;      73 ;             25 ;            52 ;              50.0  ;room-with-bathroom     ; 1.0 ; 110.0  ;               ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL VILLA MIRAVALLE                                                        ;VIA MONTE ORO, 9                                      ;                                  ;      38066 ;0464-552335               ;0464-521707               ;info@hotelvillamiravalle.com                                       ;www.hotelvillamiravalle.com                                                                                     ;hotel                   ;full-board            ;831490222    ;      73 ;             28 ;            56 ;              50.0  ;jr-suite               ;     ;        ;         28.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;HOTEL VITTORIA - KAPUZINER AM SEE                                            ;VIALE DANTE, 39                                       ;                                  ;      38066 ;0464-559231               ;0464-557907               ;info@hotelvittoriariva.it                                          ;www.hotelvittoriariva.it                                                                                        ;hotel                   ;full-board            ;1076880226   ;      73 ;             11 ;            24 ;              25.0  ;room-with-bathroom     ; 1.0 ;  80.0  ;         20.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;PRINCE                                                                       ;VIALE ROVERETO, 68                                    ;                                  ;      38066 ;0464-555420               ;0464-556542               ;htlprince@montagnoligroup.it                                       ;www.montagnoligroup.it/it/hotel/hotel-garnì-prince.html                                                         ;hotel                   ;bed-and-breakfast     ;638690982    ;      73 ;             30 ;            73 ;              45.0  ;two-room-with-bathroom ;     ;        ;               ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;RESIDENCE CENTRO VELA                                                        ;VIALE ROVERETO, 101                                   ;                                  ;      38066 ;0464-556055               ;0464-553807               ;info@centrovela.eu                                                 ;www.centrovela.eu                                                                                               ;tourist hotel residence ;room-only             ;1238000226   ;      73 ;             43 ;            94 ;              25.0  ;apartment              ; 1.0 ;  80.0  ;               ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;RESIDENCE HOTEL RESIDENZA LE DUE TORRI                                       ;LOCALITA' BASONE, 8                                   ;VARONE                            ;      38066 ;0464-521095               ;0464-551569               ;info@residenzaleduetorri.it                                        ;www.residenzaleduetorri.it                                                                                      ;tourist hotel residence ;bed-and-breakfast     ;1836860229   ;     135 ;             11 ;            22 ;              50.0  ;apartment              ; 2.0 ; 120.0  ;               ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;RIVIERA                                                                      ;VIALE ROVERETO, 95                                    ;                                  ;      38066 ;0464-552279               ;0464-554140               ;info@hotelrivierariva.com                                          ;www.hotelrivierariva.com                                                                                        ;hotel                   ;full-board            ;831890223    ;      73 ;             36 ;            69 ;              35.0  ;room-with-bathroom     ; 1.0 ;  79.0  ;         19.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars          ;VIRGILIO                                                                     ;VIA VIRGILIO, 21                                      ;                                  ;      38066 ;0464-521051               ;0464-521046               ;info@albergovirgilio.it                                            ;www.albergovirgilio.it                                                                                          ;hotel                   ;full-board            ;1384900229   ;      73 ;             41 ;            74 ;              50.0  ;two-room-with-bathroom ;     ;        ;         20.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars-superior ;AL MASO                                                                      ;VIA E. MODL, 7                                        ;SAN NAZZARO                       ;      38066 ;0464-521514               ;0464-556361               ;info@hotelalmaso.it                                                ;www.hotelalmaso.it                                                                                              ;hotel                   ;full-board            ;1385590227   ;      85 ;             51 ;           100 ;              35.0  ;suite                  ;     ;        ;         18.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;3-stars-superior ;RUDY HOTEL                                                                   ;VIA SAN NAZZARO, 81                                   ;SAN NAZZARO                       ;      38066 ;0464-552559               ;0464-556112               ;info@hotelrudy.com                                                 ;www.hotelrudy.com                                                                                               ;hotel                   ;full-board            ;1630120226   ;      85 ;             36 ;            65 ;              40.0  ;room-with-bathroom     ; 1.0 ; 100.0  ;         20.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;ACTIVE & FAMILY HOTEL GIOIOSA                                                ;VIA CARTIERE, 70                                      ;VARONE                            ;      38066 ;0464-521356               ;0464-521253               ;hotel@gioiosa.it                                                   ;www.gioiosa.it                                                                                                  ;hotel                   ;full-board            ;1139310229   ;     135 ;             34 ;            81 ;              80.0  ;jr-suite               ;     ;        ;         20.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;ASTORIA PARK HOTEL                                                           ;VIALE TRENTO, 9                                       ;                                  ;      38066 ;0464-576657               ;0464-521222               ;info@astoriaparkhotel.it                                           ;astoriaparkhotel.it                                                                                             ;villaggio-albergo       ;full-board            ;2220410225   ;      73 ;            118 ;           284 ;              45.0  ;jr-suite               ; 2.0 ; 290.0  ;         40.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;BELLARIVA                                                                    ;VIA FRANZ KAFKA, 13                                   ;                                  ;      38066 ;0464-553620               ;0464-556633               ;info@hotelbellariva.com                                            ;www.rivadelgarda.com/bellariva                                                                                  ;hotel                   ;full-board            ;347110223    ;      73 ;             35 ;            67 ;              49.0  ;suite                  ;     ;        ;         25.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;GARDA SPORTING CLUB HOTEL                                                    ;VIALE DEI TIGLI, 40                                   ;                                  ;      38066 ;0464-552072               ;0464-030026               ;info@gardasportinghotel.it                                         ;www.gardasportinghotel.it                                                                                       ;hotel                   ;bed-and-breakfast     ;1195130222   ;      73 ;             40 ;            80 ;              80.0  ;jr-suite               ; 2.0 ; 230.0  ;               ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;GRAND HOTEL LIBERTY                                                          ;VIALE CARDUCCI, 3/5                                   ;                                  ;      38066 ;0464-553581               ;0464-551144               ;info@grandhotelliberty.it                                          ;www.grandhotelliberty.it                                                                                        ;hotel                   ;full-board            ;819600222    ;      73 ;             94 ;           183 ;             130.5  ;jr-suite               ;     ;        ;         35.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;GRAND HOTEL RIVA                                                             ;PIAZZA GARIBALDI, 10                                  ;                                  ;      38066 ;0464-521800               ;0464-552293               ;grandhotelriva@gardaresort.it                                      ;www.gardaresort.it                                                                                              ;hotel                   ;full-board            ;105790224    ;      73 ;             77 ;           163 ;              60.0  ;suite                  ;     ;        ;         25.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL ANTICO BORGO                                                           ;VIA ARMANDO DIAZ, 15                                  ;                                  ;      38066 ;0464-552277               ;0464-554367               ;direzionegenerale@bluhotels.it                                     ;www.bluhotels.it                                                                                                ;hotel                   ;full-board            ;1906530983   ;      73 ;             59 ;           104 ;              40.0  ;jr-suite               ;     ;        ;         30.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL DU LAC ET DU PARC                                                      ;VIALE ROVERETO, 44                                    ;                                  ;      38066 ;0464-566600               ;0464-566566               ;info@dulacetduparc.com                                             ;www.dulacetduparc.com                                                                                           ;villaggio-albergo       ;full-board            ;11663720156  ;      73 ;            186 ;           428 ;             150.0  ;jr-suite               ;     ;        ;         50.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL EUROPA                                                                 ;PIAZZA CATENA, 9                                      ;                                  ;      38066 ;0464-555433               ;0464-521777               ;info@hoteleuropariva.it                                            ;www.hoteleuropariva.it                                                                                          ;hotel                   ;full-board            ;434420227    ;      73 ;             59 ;           103 ;              88.0  ;suite                  ;     ;        ;         28.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL GARDA                                                                  ;VIALE ROVERETO, 71                                    ;                                  ;      38066 ;0464-553382               ;0464-551302               ;garda@tonellihotels.com                                            ;www.tonellihotels.com                                                                                           ;hotel                   ;full-board            ;412290223    ;      73 ;             74 ;           140 ;              60.0  ;suite                  ;     ;        ;         15.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL LUISE                                                                  ;VIALE ROVERETO, 9                                     ;                                  ;      38066 ;0464-550858               ;0464-554250               ;info@hotelluise.com                                                ;www.hotelluise.com                                                                                              ;hotel                   ;full-board            ;1542470222   ;      73 ;             67 ;           131 ;              95.0  ;jr-suite               ;     ;        ;         35.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL OASI                                                                   ;VIALE ROVERETO, 110                                   ;                                  ;      38066 ;0464-554507               ;0464-520893               ;info@oasi-hotel.it                                                 ;www.oasi-hotel.it                                                                                               ;hotel                   ;full-board            ;872340211    ;      73 ;             65 ;           127 ;              45.0  ;suite                  ;     ;        ;         20.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;HOTEL SAVOY PALACE                                                           ;VIA LONGA, 10                                         ;                                  ;      38066 ;0464-554242               ;0464-554283               ;savoy@tonellihotels.com                                            ;www.tonellihotels.com                                                                                           ;hotel                   ;full-board            ;1570110229   ;      73 ;            190 ;           375 ;              68.0  ;jr-suite               ;     ;        ;         18.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;MIRAGE                                                                       ;VIALE ROVERETO, 97/99                                 ;                                  ;      38066 ;0464-552671               ;0464-553211               ;info@mirageriva.it                                                 ;www.mirageriva.it                                                                                               ;hotel                   ;full-board            ;2220410225   ;      73 ;             64 ;           123 ;              63.0  ;jr-suite               ;     ;        ;         35.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;PORTICI                                                                      ;PIAZZA 3 NOVEMBRE, 19                                 ;                                  ;      38066 ;0464-555400               ;0464-555453               ;info@hotelportici.it                                               ;www.hotelportici.it                                                                                             ;hotel                   ;full-board            ;1086910229   ;      73 ;             55 ;           103 ;             108.0  ;suite                  ;     ;        ;         15.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;ROYAL                                                                        ;VIA LONGA, 8                                          ;                                  ;      38066 ;0464-554261               ;0464-556651               ;info@royalhotels.it                                                ;www.royalhotels.it                                                                                              ;hotel                   ;full-board            ;1445120213   ;      73 ;             54 ;            94 ;              60.0  ;room-with-bathroom     ; 1.0 ; 125.0  ;         20.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;SOLE                                                                         ;PIAZZA TRE NOVEMBRE, 35                               ;                                  ;      38066 ;0464-552686               ;0464-552811               ;info@hotelsoleriva.it                                              ;www.hotelsoleriva.it                                                                                            ;hotel                   ;full-board            ;1099860221   ;      73 ;             52 ;           129 ;              88.8  ;two-room-with-bathroom ;     ;        ;         26.0  ;Air Conditioning in at least 80% of the housing units
RIVA DEL GARDA                    ;TRENTO   ;4-stars          ;VILLA NICOLLI                                                                ;VIA CATTONI, 5                                        ;                                  ;      38066 ;0464-552589               ;0464-552644               ;infohotel@hotelvillanicolli.com                                    ;www.hotelvillanicolli.com                                                                                       ;hotel                   ;full-board            ;618100226    ;      73 ;             61 ;           120 ;              95.0  ;jr-suite               ;     ;        ;         30.0  ;Parking (insured for at least 50% of the housing units)
RIVA DEL GARDA                    ;TRENTO   ;4-stars-superior ;KRISTAL PALACE HOTEL                                                         ;VIA GORIZIA                                           ;                                  ;      38066 ;0464-550650               ;0464-540070               ;info@tonellihotels.com                                             ;www.tonellihotels.com/it/h6/riva-del-garda/hotel-kristal-palace.aspx                                            ;hotel                   ;full-board            ;1570110229   ;      73 ;             58 ;           116 ;             100.0  ;jr-suite               ; 2.0 ; 320.0  ;         18.0  ;Outdoor swimming pool
RIVA DEL GARDA                    ;TRENTO   ;4-stars-superior ;PARC HOTEL FLORA                                                             ;VIALE ROVERETO, 54                                    ;                                  ;      38066 ;0464-571571               ;0464-571555               ;info@parchotelflora.it                                             ;www.parchotelflora.it                                                                                           ;hotel                   ;bed-and-breakfast     ;426600227    ;      73 ;             45 ;            84 ;              55.0  ;suite                  ;     ;        ;               ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;4-stars-superior ;RESIDENZA MURIALDO                                                           ;c/o HOTEL DU LAC ET DU PARC-VIALE ROVERETO, 44        ;                                  ;      38066 ;0464-566600               ;0464-566566               ;info@hoteldulac-riva.it                                            ;www.hoteldulac-riva.it                                                                                          ;tourist hotel residence ;room-only             ;11663720156  ;      73 ;             67 ;           168 ;             100.0  ;apartment              ; 2.0 ; 800.0  ;               ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;5-stars          ;LIDO PALACE                                                                  ;VIALE CARDUCCI, 10                                    ;                                  ;      38066 ;0464-021899               ;0464-021900               ;info@lido-palace.it                                                ;www.lido-palace.it                                                                                              ;hotel                   ;full-board            ;1964430225   ;      73 ;             58 ;           110 ;             150.0  ;suite                  ;     ;        ;        120.0  ;Elevator to all floors
RIVA DEL GARDA                    ;TRENTO   ;no-stars         ;ANTICHE MURA                                                                 ;VIA BASTIONE, 19                                      ;                                  ;      38066 ;0464-556063               ;0464-557975               ;info@antiche-mura.it                                               ;www.antiche-mura.it                                                                                             ;hotel                   ;room-only             ;2365740220   ;      73 ;              9 ;            16 ;              30.0  ;room-with-bathroom     ; 1.0 ;  45.0  ;               ;TV in all bedrooms
ROMALLO                           ;TRENTO   ;1-star           ;BAR ALBERGO RISTORANTE BERTOLINI                                             ;VIA 25 APRILE, 28                                     ;                                  ;      38020 ;0463-432484               ;0463-432484               ;ristorante.bertolini@gmail.com                                     ;                                                                                                                ;hotel                   ;full-board            ;2439160223   ;     733 ;             14 ;            24 ;              15.0  ;room-with-bathroom     ; 1.0 ;  35.0  ;         20.0  ;Terrace or garden solarium
ROMENO                            ;TRENTO   ;2-stars          ;NERINA                                                                       ;Via Degasperi, 31                                     ;MALGOLO                           ;      38010 ;0463-510111               ;0463-510001               ;info@albergonerina.it                                              ;www.albergonerina.it                                                                                            ;hotel                   ;full-board            ;1098180225   ;     806 ;             12 ;            25 ;              45.0  ;two-room-with-bathroom ;     ;        ;         45.0  ;Parking (insured for at least 50% of the housing units)
ROMENO                            ;TRENTO   ;2-stars          ;VILLA NUOVA                                                                  ;VIA ZUCAL, 27                                         ;                                  ;      38010 ;0463-875113               ;0463-875668               ;albergo@villanuova.com                                             ;www.villanuova.com                                                                                              ;hotel                   ;full-board            ;1839360227   ;     961 ;             25 ;            54 ;              21.0  ;room-with-bathroom     ; 1.0 ;  40.0  ;         18.0  ;Terrace or garden solarium
ROMENO                            ;TRENTO   ;3-stars          ;CICLAMINO                                                                    ;VIA S.CRISTOFORO, 30                                  ;SALTER                            ;      38010 ;0463-875586               ;0463-875586               ;tgabard@tin.it                                                     ;                                                                                                                ;hotel                   ;full-board            ;1109680221   ;     948 ;             22 ;            48 ;              40.0  ;two-room-with-bathroom ;     ;        ;         20.0  ;Elevator to all floors
ROMENO                            ;TRENTO   ;3-stars          ;LA QUIETE                                                                    ;VIA MARCONI, 16                                       ;                                  ;      38010 ;0463-876050               ;0463-876754               ;info@laquieteresort.it                                             ;www.laquieteresort.it                                                                                           ;hotel                   ;bed-and-breakfast     ;1839360227   ;     961 ;             13 ;            25 ;              25.0  ;jr-suite               ;     ;        ;               ;Outdoor swimming pool
RONCEGNO                          ;TRENTO   ;2-stars          ;RONCEGNO                                                                     ;VIA SAN GIUSEPPE, 27                                  ;                                  ;      38050 ;0461-754555               ;                          ;                                                                   ;                                                                                                                ;hotel                   ;full-board            ;1207440221   ;     535 ;             16 ;            25 ;              20.0  ;room-with-bathroom     ; 1.0 ;  25.0  ;         13.0  ;
RONCEGNO                          ;TRENTO   ;2-stars          ;VILLA ROSA                                                                   ;VIA SAN GIUSEPPE, 19                                  ;                                  ;      38050 ;0461-764489               ;0461-771584               ;villarosa@tin.it                                                   ;villarosa5.wix.com/albergovillarosa                                                                             ;hotel                   ;full-board            ;1365690229   ;     535 ;             17 ;            39 ;              30.0  ;room-without-bathroom  ;     ;        ;         20.0  ;Terrace or garden solarium
RONCEGNO                          ;TRENTO   ;3-stars          ;ALLA STAZIONE                                                                ;VIA NAZIONALE, 20                                     ;MARTER                            ;      38050 ;389 8716648               ;                          ;hotel.allastazione@yahoo.com                                       ;                                                                                                                ;hotel                   ;full-board            ;2424560221   ;     423 ;             14 ;            30 ;              31.66 ;room-with-bathroom     ; 1.0 ;  42.16 ;         13.0  ;Terrace or garden solarium
RONCEGNO                          ;TRENTO   ;3-stars          ;SEMIRAMIS                                                                    ;VIA POLA, 9                                           ;                                  ;      38050 ;0461/764108 o 0721/798758 ;0461/764108 o 0721/798733 ;semiramis@hotelsemiramis.it                                        ;www.hotelsemiramis.it                                                                                           ;hotel                   ;full-board            ;1200070223   ;     535 ;             32 ;            81 ;              30.0  ;room-with-bathroom     ; 2.0 ; 120.0  ;         60.0  ;Elevator to all floors
RONCEGNO                          ;TRENTO   ;3-stars          ;VILLA FLORA                                                                  ;P.ZZA  A.DE GIOVANNI, 5                               ;                                  ;      38050 ;0461-764184               ;0461-764184               ;villaflora@tiscali.it                                              ;www.villaflorahotel.it                                                                                          ;hotel                   ;full-board            ;1554560225   ;     535 ;             29 ;            98 ;              20.0  ;room-with-bathroom     ; 2.0 ;  80.0  ;         40.0  ;Elevator to all floors
RONCEGNO                          ;TRENTO   ;3-stars          ;VILLA WAIZ                                                                   ;PIAZZA ACHILLE DE GIOVANNI                            ;                                  ;      38050 ;0461-764184               ;0461-764144               ;info@garnivillawaiz.it                                             ;www.garnivillawaiz.it                                                                                           ;hotel                   ;bed-and-breakfast     ;1554560225   ;     535 ;             12 ;            32 ;              40.0  ;apartment              ;     ;        ;               ;Elevator to all floors
RONCEGNO                          ;TRENTO   ;3-stars          ;VITTORIA                                                                     ;VIA S.GIUSEPPE, 1                                     ;                                  ;      38050 ;0461-773026               ;0461-771836               ;info@vittoriaroncegno.it                                           ;www.vittoriaroncegno.it                                                                                         ;hotel                   ;full-board            ;1324650223   ;     535 ;             15 ;            34 ;              30.0  ;two-room-with-bathroom ;     ;        ;         15.0  ;Elevator to all floors
RONCEGNO                          ;TRENTO   ;4-stars          ;PALACE HOTEL CASA DI SALUTE RAPHAEL                                          ;P.ZZA A. DE GIOVANNI, 4                               ;                                  ;      38050 ;0461-772000               ;0461-764500               ;mail.info@casaraphael.com                                          ;www.casaraphael.com                                                                                             ;hotel                   ;full-board            ;519530224    ;     535 ;             84 ;           141 ;             110.0  ;jr-suite               ;     ;        ;         50.0  ;Elevator to all floors
RONCHI VALSUGANA                  ;TRENTO   ;2-stars          ;CHALET SERENA                                                                ;LOCALITA' DESENE                                      ;                                  ;      38050 ;3490844709                ;                          ;chalet.serena@gmail.com                                            ;www.chaletserena.com                                                                                            ;hotel                   ;full-board            ;2338890227   ;      36 ;              7 ;            20 ;              45.0  ;room-with-bathroom     ; 2.0 ; 120.0  ;         25.0  ;Parking (insured for at least 50% of the housing units)
RONZONE                           ;TRENTO   ;3-stars          ;AL LARICE                                                                    ;VIA ITALIA, 9                                         ;                                  ;      38010 ;0463-831710               ;0463-831395               ;info@hotelallarice.it                                              ;www.hotelallarice.it                                                                                            ;hotel                   ;full-board            ;1933590224   ;    1085 ;             26 ;            52 ;              34.0  ;apartment              ; 2.0 ;  82.0  ;         20.0  ;Elevator to all floors
RONZONE                           ;TRENTO   ;3-stars          ;REGINA DEL BOSCO                                                             ;VIA MENDOLA, 48                                       ;                                  ;      38010 ;0463-831267               ;0463-880663               ;info@hotelreginadelbosco.com                                       ;www.hotelreginadelbosco.com                                                                                     ;hotel                   ;full-board            ;1583420227   ;    1085 ;             29 ;            65 ;              35.0  ;room-without-bathroom  ;     ;        ;         18.0  ;Elevator to all floors
RONZONE                           ;TRENTO   ;3-stars-superior ;STELLA DELLE ALPI                                                            ;VIA MENDOLA, 41                                       ;                                  ;      38010 ;0463-880620               ;0463-880530               ;info@stelladellealpi.it                                            ;www.stelladellealpi.it                                                                                          ;hotel                   ;full-board            ;393340229    ;    1085 ;             50 ;            96 ;              45.0  ;jr-suite               ;     ;        ;         25.0  ;Elevator to all floors
RONZONE                           ;TRENTO   ;5-stars          ;VILLA ORSO GRIGIO                                                            ;VIA REGOLE, 12                                        ;                                  ;      38010 ;0463-880559               ;0463-880589               ;info@orsogrigio.it                                                 ;www.orsogrigio.it                                                                                               ;hotel                   ;bed-and-breakfast     ;1895490223   ;    1085 ;             10 ;            20 ;              50.0  ;jr-suite               ; 2.0 ; 500.0  ;               ;Elevator to all floors
ROVERE' DELLA LUNA                ;TRENTO   ;no-stars         ;HILLARY                                                                      ;PIAZZA F.LLI BRONZETTI, 1                             ;                                  ;      38030 ;0461-658007               ;0461-658107               ;albergohillary2012@gmail.com                                       ;www.albergoristorantehillary.it                                                                                 ;hotel                   ;full-board            ;124380221    ;     251 ;             12 ;            23 ;              33.5  ;room-with-bathroom     ; 1.0 ;  34.0  ;         18.0  ;Terrace or garden solarium
ROVERETO                          ;TRENTO   ;1-star           ;GARNI' RAINBOW                                                               ;VIA CHIESA SAN MARTINO, 6                             ;NORIGLIO                          ;      38068 ;0464-433707               ;0464-424137               ;rovereto@gayaproject.it                                            ;www.gayaproject.it                                                                                              ;hotel                   ;bed-and-breakfast     ;1547720225   ;     204 ;             10 ;            15 ;              10.0  ;apartment              ; 1.0 ;  96.0  ;               ;Elevator to all floors
ROVERETO                          ;TRENTO   ;1-star           ;VILLA CRISTINA                                                               ;VIA ABETONE, 50                                       ;                                  ;      38068 ;0464-425537               ;0464-423957               ;albergovillacristina@yahoo.it                                      ;                                                                                                                ;hotel                   ;full-board            ;2109540225   ;     204 ;             14 ;            22 ;              10.0  ;room-without-bathroom  ; 1.0 ;  29.65 ;         12.0  ;Terrace or garden solarium
ROVERETO                          ;TRENTO   ;2-stars          ;QUERCIA                                                                      ;VIA DELL'ABETONE, 68                                  ;                                  ;      38068 ;0464-420985               ;0464-424083               ;info@hotelquercia.com                                              ;www.hotelquercia.com                                                                                            ;hotel                   ;full-board            ;1369410228   ;     204 ;             24 ;            41 ;              36.0  ;room-with-bathroom     ; 1.0 ;  55.0  ;         12.0  ;Elevator to all floors
ROVERETO                          ;TRENTO   ;2-stars          ;SANT'ILARIO                                                                  ;VIALE TRENTO, 68                                      ;                                  ;      38068 ;0464-411605               ;0464-412922               ;info@hotelsantilario.it                                            ;www.hotelsantilario.it                                                                                          ;hotel                   ;full-board            ;435620224    ;     204 ;             43 ;            82 ;              17.0  ;room-with-bathroom     ; 1.0 ;  64.0  ;         24.0  ;Outdoor swimming pool
ROVERETO                          ;TRENTO   ;3-stars          ;CASA DEL PITTORE                                                             ;VIA ACQUEDOTTO, 8                                     ;                                  ;      38068 ;0464-486856               ;                          ;rforrer@libero.it                                                  ;                                                                                                                ;hotel                   ;bed-and-breakfast     ;1834850222   ;     204 ;              9 ;            18 ;              30.0  ;room-with-bathroom     ; 1.0 ;  90.0  ;               ;Elevator to all floors
